DATA IN NGS FORMAT FROM DATABASE 19JAN17XE_V002                                                 
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            304604
   0.00000   0.00000    .00000    .00000    .00000    .00000              304605                
     6.000    -1.465  1008.600   943.065    88.240    91.770 0 0          304606                
        0.8248861665   0.00472             0.00496   0.00088  0           304608                
MEDICINA  YEBES40M  0821+394 2019 01 18 07 23   7.0000000000              304701                
   -2098545.48260335   0.00216   116442.7510415333   0.00065 1      I     304702                
   0.00170    .00000    .00000    .00000  -0.010083302131150       0.0    304703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            304704
   0.00000  -0.00291    .00000    .00000    .00000    .00000              304705                
     6.000    -2.072  1008.600   912.300    88.240    82.276 0 0          304706                
       -1.3802711383   0.00526             0.01914   0.00090  0           304708                
NYALES20  WETTZ13N  0821+394 2019 01 18 07 23   7.0000000000              304801                
    6396236.80301410   0.00571   504487.9601321039   0.00202 0      I     304802                
   0.00070    .00000    .00000    .00000  -2.667841329378943       0.0    304803                
  0.051   0.371  0.0008 -0.0141 -0.0004  0.0178     149342.136            304804
   0.06666   0.00000    .00000    .00000    .00000    .00000              304805                
   -14.873    -1.465   993.800   943.065    57.172    91.770 0 0          304806                
        0.5339590401   0.01137             0.01751   0.00265  0           304808                
NYALES20  YEBES40M  0821+394 2019 01 18 07 23   7.0000000000              304901                
    5204611.14940470   0.00301   692595.4572190817   0.00089 0      I     304902                
   0.00121    .00000    .00000    .00000  -2.540054071845344       0.0    304903                
  0.051   0.375  0.0008 -0.0003 -0.0004  0.0107     143907.435            304904
   0.06666  -0.00291    .00000    .00000    .00000    .00000              304905                
   -14.873    -2.072   993.800   912.300    57.172    82.276 0 0          304906                
       -1.7483987576   0.01232             0.02289   0.00246  0           304908                
WETTZ13N  YEBES40M  0821+394 2019 01 18 07 23   7.0000000000              305001                
   -1191626.82015156   0.00309   188107.3220572038   0.00109 0      I     305002                
   0.00129    .00000    .00000    .00000  -3.930561050744602       0.0    305003                
  0.371   0.375 -0.0141 -0.0003  0.0178  0.0107      -5434.701            305004
   0.00000  -0.00291    .00000    .00000    .00000    .00000              305005                
    -1.465    -2.072   943.065   912.300    91.770    82.276 0 0          305006                
       -2.2765205694   0.00648             0.01863   0.00152  0           305008                
ISHIOKA   WARK12M   0256-005 2019 01 18 07 23  48.0000000000              305101                
   -3458119.19988908   0.04593   700538.3296834207   0.01833 0      I     305102                
   0.00009    .00000    .00000    .00000  -3.284461925008729       0.1    305103                
  0.125   0.839 -0.0000 -0.0015 -0.0017 -0.0001     -29056.062            305104
   0.00000   0.00000    .00000    .00000    .00000    .00000              305105                
     5.867    10.000  1002.400  1000.000    38.324    50.000 0 0          305106                
        0.7317598311   0.06357            -0.00483   0.00841  0           305108                
ISHIOKA   YARRA12M  0256-005 2019 01 18 07 23  48.0000000000              305201                
    4803177.95163494   0.03356  -445829.3018239018   0.01331 0      I     305202                
   0.00013    .00000    .00000    .00000  -1.382881283433925       0.1    305203                
  0.125   0.401 -0.0000 -0.0016 -0.0017  0.0027       7004.901            305204
   0.00000   0.00000    .00000    .00000    .00000    .00000              305205                
     5.867    36.537  1002.400   979.956    38.324    10.816 0 0          305206                
        0.1418527964   0.02722             0.02649   0.00639  0           305208                
WARK12M   YARRA12M  0256-005 2019 01 18 07 23  48.0000000000              305301                
    8261293.15733126   0.03448 -1146366.9317741180   0.01024 4      I     305302                
   0.00011    .00000    .00000    .00000  -0.048945301406996       0.1    305303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            305304
   0.00000   0.00000    .00000    .00000    .00000    .00000              305305                
    10.000    36.537  1000.000   979.956    50.000    10.816 0 0          305306                
       -0.5938633693   0.06912             0.03999   0.00690  0           305308                
HART15M   WETTZELL  1736+324 2019 01 18 07 25  35.0000000000              305401                
   -8364675.75868449   0.03989  -166447.9971426212   0.01184 0      I     305402                
   0.00009    .00000    .00000    .00000  -1.820321737762089       0.1    305403                
  1.059   0.142  0.0088  0.0006 -0.0002 -0.0006     -14204.777            305404
   0.00000   0.00855    .00000    .00000    .00000    .00000              305405                
    21.518    -1.529   862.471   943.159    69.377    91.753 0 0          305406                
        0.7282186965   0.03472             0.00894   0.00621  0           305408                
HART15M   ZELENCHK  1736+324 2019 01 18 07 25  35.0000000000              305501                
   -9520412.99176293   0.05154   262568.3319235102   0.01791 4      I     305502                
   0.00008    .00000    .00000    .00000   0.068272094464296       0.1    305503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            305504
   0.00000   0.00000    .00000    .00000    .00000    .00000              305505                
    21.518    -2.600   862.471   888.200    69.377    39.300 0 0          305506                
        0.5610090395   0.04626             6.77289   0.01035  0           305508                
WETTZELL  ZELENCHK  1736+324 2019 01 18 07 25  35.0000000000              305601                
   -1155733.59451724   0.01706   429016.5038326533   0.00593 0      I     305602                
   0.00023    .00000    .00000    .00000  -1.430824308325858       0.0    305603                
  0.142   0.050  0.0006 -0.0000 -0.0006  0.0000     215886.025            305604
   0.00855   0.00000    .00000    .00000    .00000    .00000              305605                
    -1.529    -2.600   943.159   888.200    91.753    39.300 0 0          305606                
       -1.7600538296   0.03174             0.00132   0.00769  0           305608                
FORTLEZA  KOKEE     OJ287    2019 01 18 07 28  32.0000000000              305701                
    -488400.22037912   0.00657 -2436956.8964545457   0.00681 0      I     305702                
   0.00104    .00000    .00000    .00000  -2.283071543509821       0.0    305703                
  2.299   0.685 -0.0010 -0.0003  0.0320 -0.0006       8479.850            305704
   0.02962  -0.01123    .00000    .00000    .00000    .00000              305705                
    24.000    12.200  1008.100   887.300   100.000    90.683 0 0          305706                
        0.1037999003   0.00425             0.01937   0.00259  0           305708                
FORTLEZA  NYALES20  OJ287    2019 01 18 07 28  32.0000000000              305801                
    4205218.71877456   0.00572  -953814.6432231887   0.01165 0      I     305802                
   0.00167    .00000    .00000    .00000  -1.411092282019188       0.0    305803                
  2.299   0.152 -0.0010  0.0030  0.0320  0.0009    -149211.313            305804
   0.02962   0.04034    .00000    .00000    .00000    .00000              305805                
    24.000   -14.780  1008.100   993.800   100.000    56.002 0 0          305806                
       -0.0029855210   0.00546             0.11883   0.00747  0           305808                
FORTLEZA  YEBES40M  OJ287    2019 01 18 07 28  32.0000000000              305901                
    6272134.25774045   0.00209  -113077.5113379870   0.00281 0      I     305902                
   0.00373    .00000    .00000    .00000   4.324427395949107       0.0    305903                
  2.299   0.647 -0.0010 -0.0001  0.0320  0.0371      -5304.254            305904
   0.02962  -0.00898    .00000    .00000    .00000    .00000              305905                
    24.000    -2.217  1008.100   912.300   100.000    81.085 0 0          305906                
       -1.6970653660   0.00381             0.01368   0.00377  0           305908                
KOKEE     NYALES20  OJ287    2019 01 18 07 28  32.0000000000              306001                
    4693619.68318339   0.00311  1483145.8710053877   0.00633 0      I     306002                
   0.00307    .00000    .00000    .00000   1.345633513479749       0.0    306003                
  0.685   0.152 -0.0003  0.0030 -0.0006  0.0009    -157691.164            306004
  -0.01123   0.04034    .00000    .00000    .00000    .00000              306005                
    12.200   -14.780   887.300   993.800    90.683    56.002 0 0          306006                
       -0.1148169246   0.00312             0.09489   0.00395  0           306008                
KOKEE     YEBES40M  OJ287    2019 01 18 07 28  32.0000000000              306101                
    6760535.63675724   0.00190  2323884.9767429833   0.00261 0      I     306102                
   0.00414    .00000    .00000    .00000   5.842041727355666       0.0    306103                
  0.685   0.647 -0.0003 -0.0001 -0.0006  0.0371     -13784.105            306104
  -0.01123  -0.00898    .00000    .00000    .00000    .00000              306105                
    12.200    -2.217   887.300   912.300    90.683    81.085 0 0          306106                
       -1.8152747153   0.00326            -0.00851   0.00294  0           306108                
NYALES20  YEBES40M  OJ287    2019 01 18 07 28  32.0000000000              306201                
    2066911.87198427   0.00128   840737.8804420184   0.00261 0      I     306202                
   0.00745    .00000    .00000    .00000   5.036789698031678       0.0    306203                
  0.152   0.647  0.0030 -0.0001  0.0009  0.0371     143907.059            306204
   0.04034  -0.00898    .00000    .00000    .00000    .00000              306205                
   -14.780    -2.217   993.800   912.300    56.002    81.085 0 0          306206                
       -1.6988033104   0.00308            -0.10174   0.00418  0           306208                
ISHIOKA   MEDICINA  0059+581 2019 01 18 07 29  22.0000000000              306301                
   12495676.58078721   0.00767  -343948.3862828542   0.01743 0      I     306302                
   0.00134    .00000    .00000    .00000  -1.307559897271540       0.0    306303                
  0.089   0.693 -0.0001 -0.0211 -0.0001  0.0108      -5289.590            306304
   0.00000   0.00000    .00000    .00000    .00000    .00000              306305                
     5.800     6.000  1002.400  1008.709    39.186    88.291 0 0          306306                
       -0.1647299367   0.00634            -0.01918   0.00710  0           306308                
ISHIOKA   WETTZ13N  0059+581 2019 01 18 07 29  22.0000000000              306401                
   10929884.11076025   0.00991  -317978.2223580414   0.02020 0      I     306402                
   0.00096    .00000    .00000    .00000   2.446420523711466       0.0    306403                
  0.089   0.279 -0.0001 -0.0070 -0.0001 -0.0041        547.011            306404
   0.00000   0.00000    .00000    .00000    .00000    .00000              306405                
     5.800    -1.600  1002.400   943.214    39.186    91.486 0 0          306406                
        0.7381042035   0.00702            -0.03725   0.00807  0           306408                
MEDICINA  WETTZ13N  0059+581 2019 01 18 07 29  22.0000000000              306501                
   -1565792.79769116   0.00350    25970.1851140142   0.00796 1      I     306502                
   0.00293    .00000    .00000    .00000  -0.427545346139920       0.0    306503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            306504
   0.00000   0.00000    .00000    .00000    .00000    .00000              306505                
     6.000    -1.600  1008.709   943.214    88.291    91.486 0 0          306506                
        0.8873488303   0.00387            -0.01317   0.00458  0           306508                
HART15M   ISHIOKA   2008-159 2019 01 18 07 32  51.0000000000              306601                
   12714913.98688565   0.02344  2063561.9705517287   0.03378 0      I     306602                
   0.00034    .00000    .00000    .00000   5.045616479148636       0.0    306603                
  0.772   0.633  0.0003  0.0052 -0.0006  0.0534     -12238.019            306604
   0.00000   0.00000    .00000    .00000    .00000    .00000              306605                
    21.800     5.783   862.400  1002.417    70.560    39.117 0 0          306606                
       -0.1546855969   0.02248             0.05828   0.01993  0           306608                
HART15M   MEDICINA  2008-159 2019 01 18 07 32  51.0000000000              306701                
   12463807.24633554   0.01098    15784.9143675815   0.01583 0      I     306702                
   0.00073    .00000    .00000    .00000   5.279739231635246       0.0    306703                
  0.772   1.607  0.0003  0.0683 -0.0006  0.1304     -17527.649            306704
   0.00000   0.00000    .00000    .00000    .00000    .00000              306705                
    21.800     6.000   862.400  1008.807    70.560    88.214 0 0          306706                
       -0.3654405313   0.01293             0.05392   0.00977  0           306708                
HART15M   WETTZ13N  2008-159 2019 01 18 07 32  51.0000000000              306801                
   13124213.41000124   0.01699   102749.8212154825   0.02448 0      I     306802                
   0.00047    .00000    .00000    .00000   0.190773946791172       0.0    306803                
  0.772   0.939  0.0003  0.0581 -0.0006 -0.1128     -11691.000            306804
   0.00000   0.00000    .00000    .00000    .00000    .00000              306805                
    21.800    -1.617   862.400   943.300    70.560    91.400 0 0          306806                
        0.5653148823   0.02049             0.03671   0.01879  0           306808                
HART15M   WETTZELL  2008-159 2019 01 18 07 32  51.0000000000              306901                
   13121971.92129918   0.01452   102766.6381050725   0.02092 0      I     306902                
   0.00055    .00000    .00000    .00000   1.591065912167599       0.0    306903                
  0.772   0.961  0.0003  0.0888 -0.0006 -0.1009     -14204.907            306904
   0.00000   0.00181    .00000    .00000    .00000    .00000              306905                
    21.800    -1.616   862.400   943.300    70.560    91.400 0 0          306906                
        1.0707595839   0.01535             0.12573   0.01384  0           306908                
HART15M   YARRA12M  2008-159 2019 01 18 07 32  51.0000000000              307001                
    -315405.65864518   0.01057  1836288.0679457379   0.01523 0      I     307002                
   0.00076    .00000    .00000    .00000  -5.726852020726469       0.0    307003                
  0.772   0.227  0.0003 -0.0002 -0.0006 -0.0010      -5232.892            307004
   0.00000   0.00000    .00000    .00000    .00000    .00000              307005                
    21.800    38.092   862.400   979.800    70.560     9.808 0 0          307006                
       -0.3466218842   0.01698            -0.00679   0.01596  0           307008                
HART15M   ZELENCHK  2008-159 2019 01 18 07 32  51.0000000000              307101                
    7056241.50204796   0.01410   392526.1055649841   0.02873 0      I     307102                
   0.00068    .00000    .00000    .00000   5.810891797349446       0.0    307103                
  0.772   0.120  0.0003 -0.0010 -0.0006  0.0002     201681.097            307104
   0.00000   0.00000    .00000    .00000    .00000    .00000              307105                
    21.800    -2.600   862.400   888.200    70.560    39.300 0 0          307106                
       -0.8055577660   0.01585             0.27191   0.02162  0           307108                
ISHIOKA   MEDICINA  2008-159 2019 01 18 07 32  51.0000000000              307201                
    -251080.68206667   0.00682 -2047772.9459897464   0.00602 0      I     307202                
   0.00093    .00000    .00000    .00000  -1.497341949714713       0.0    307203                
  0.633   1.607  0.0052  0.0683  0.0534  0.1304      -5289.631            307204
   0.00000   0.00000    .00000    .00000    .00000    .00000              307205                
     5.783     6.000  1002.417  1008.807    39.117    88.214 0 0          307206                
       -0.2338111833   0.01038             0.00269   0.00491  0           307208                
ISHIOKA   WETTZ13N  2008-159 2019 01 18 07 32  51.0000000000              307301                
     409324.38256688   0.01049 -1960808.2096458173   0.01475 0      I     307302                
   0.00076    .00000    .00000    .00000   2.667218149683865       0.0    307303                
  0.633   0.939  0.0052  0.0581  0.0534 -0.1128        547.018            307304
   0.00000   0.00000    .00000    .00000    .00000    .00000              307305                
     5.783    -1.617  1002.417   943.300    39.117    91.400 0 0          307306                
        0.7057155119   0.01380             0.01863   0.01247  0           307308                
ISHIOKA   WETTZELL  2008-159 2019 01 18 07 32  51.0000000000              307401                
     407082.86472597   0.00705 -1960791.2797736588   0.00631 0      I     307402                
   0.00090    .00000    .00000    .00000   4.113922354957647       0.0    307403                
  0.633   0.961  0.0052  0.0888  0.0534 -0.1009      -1966.889            307404
   0.00000   0.00181    .00000    .00000    .00000    .00000              307405                
     5.783    -1.616  1002.417   943.300    39.117    91.400 0 0          307406                
        1.2393371940   0.01104             0.00467   0.00643  0           307408                
ISHIOKA   YARRA12M  2008-159 2019 01 18 07 32  51.0000000000              307501                
  -13030316.72446847   0.02884  -227273.6429165523   0.02506 0      I     307502                
   0.00022    .00000    .00000    .00000  -2.999595567427858       0.1    307503                
  0.633   0.227  0.0052 -0.0002  0.0534 -0.0010       7005.127            307504
   0.00000   0.00000    .00000    .00000    .00000    .00000              307505                
     5.783    38.092  1002.417   979.800    39.117     9.808 0 0          307506                
       -0.2667382960   0.03082             0.07736   0.01678  0           307508                
ISHIOKA   ZELENCHK  2008-159 2019 01 18 07 32  51.0000000000              307601                
   -5658651.20852881   0.00791 -1671033.0165371108   0.01611 0      I     307602                
   0.00121    .00000    .00000    .00000  -0.152755141767149       0.0    307603                
  0.633   0.120  0.0052 -0.0010  0.0534  0.0002     213919.115            307604
   0.00000   0.00000    .00000    .00000    .00000    .00000              307605                
     5.783    -2.600  1002.417   888.200    39.117    39.300 0 0          307606                
       -0.6312492216   0.01633             0.07496   0.02328  0           307608                
MEDICINA  WETTZ13N  2008-159 2019 01 18 07 32  51.0000000000              307701                
     660405.09519329   0.00434    86964.8948016186   0.00625 0      I     307702                
   0.00186    .00000    .00000    .00000   5.313072421103114       0.0    307703                
  1.607   0.939  0.0683  0.0581  0.1304 -0.1128       5836.649            307704
   0.00000   0.00000    .00000    .00000    .00000    .00000              307705                
     6.000    -1.617  1008.807   943.300    88.214    91.400 0 0          307706                
        0.9658106148   0.00884            -0.01059   0.00693  0           307708                
MEDICINA  WETTZELL  2008-159 2019 01 18 07 32  51.0000000000              307801                
     658163.58090848   0.00305    86981.8352296658   0.00273 0      I     307802                
   0.00208    .00000    .00000    .00000   2.895122421025140       0.0    307803                
  1.607   0.961  0.0683  0.0888  0.1304 -0.1009       3322.742            307804
   0.00000   0.00181    .00000    .00000    .00000    .00000              307805                
     6.000    -1.616  1008.807   943.300    88.214    91.400 0 0          307806                
        1.4470280535   0.00643            -0.02003   0.00313  0           307808                
MEDICINA  YARRA12M  2008-159 2019 01 18 07 32  51.0000000000              307901                
  -12779235.58969508   0.01489  1820502.9993143296   0.01313 0      I     307902                
   0.00043    .00000    .00000    .00000  -3.638955297709177       0.0    307903                
  1.607   0.227  0.0683 -0.0002  0.1304 -0.0010      12294.757            307904
   0.00000   0.00000    .00000    .00000    .00000    .00000              307905                
     6.000    38.092  1008.807   979.800    88.214     9.808 0 0          307906                
        0.0356551294   0.01989             0.10457   0.00931  0           307908                
MEDICINA  ZELENCHK  2008-159 2019 01 18 07 32  51.0000000000              308001                
   -5407570.43758755   0.00358   376740.6097810719   0.00729 0      I     308002                
   0.00268    .00000    .00000    .00000  -3.890599253323527       0.0    308003                
  1.607   0.120  0.0683 -0.0010  0.1304  0.0002     219208.746            308004
   0.00000   0.00000    .00000    .00000    .00000    .00000              308005                
     6.000    -2.600  1008.807   888.200    88.214    39.300 0 0          308006                
       -0.4257824263   0.00910            -0.00590   0.01190  0           308008                
WETTZ13N  WETTZELL  2008-159 2019 01 18 07 32  51.0000000000              308101                
      -2241.51161038   0.00502       16.8055895210   0.00724 2      I     308102                
   0.00160    .00000    .00000    .00000  -2.332220980375561       0.0    308103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            308104
   0.00000   0.00181    .00000    .00000    .00000    .00000              308105                
    -1.617    -1.616   943.300   943.300    91.400    91.400 0 0          308106                
        0.5176175008   0.01111             0.01885   0.00952  0           308108                
WETTZ13N  YARRA12M  2008-159 2019 01 18 07 32  51.0000000000              308201                
  -13439641.79940411   0.02250  1733537.6121277700   0.03242 0      I     308202                
   0.00036    .00000    .00000    .00000   1.791304200840695       0.0    308203                
  0.939   0.227  0.0581 -0.0002 -0.1128 -0.0010       6458.108            308204
   0.00000   0.00000    .00000    .00000    .00000    .00000              308205                
    -1.617    38.092   943.300   979.800    91.400     9.808 0 0          308206                
       -0.8839465140   0.03361            -0.03913   0.03143  0           308208                
WETTZ13N  ZELENCHK  2008-159 2019 01 18 07 32  51.0000000000              308301                
   -6067975.72129104   0.00494   289775.6964283120   0.01007 0      I     308302                
   0.00193    .00000    .00000    .00000  -0.126846296141447       0.0    308303                
  0.939   0.120  0.0581 -0.0010 -0.1128  0.0002     213372.097            308304
   0.00000   0.00000    .00000    .00000    .00000    .00000              308305                
    -1.617    -2.600   943.300   888.200    91.400    39.300 0 0          308306                
       -1.3638288026   0.01202             0.02867   0.01723  0           308308                
WETTZELL  YARRA12M  2008-159 2019 01 18 07 32  51.0000000000              308401                
  -13437400.31399124   0.01544  1733521.0050768696   0.01382 0      I     308402                
   0.00041    .00000    .00000    .00000  -2.332465991195848       0.0    308403                
  0.961   0.227  0.0888 -0.0002 -0.1009 -0.0010       8972.015            308404
   0.00181   0.00000    .00000    .00000    .00000    .00000              308405                
    -1.616    38.092   943.300   979.800    91.400     9.808 0 0          308406                
       -1.4186314276   0.02159             0.05278   0.01248  0           308408                
WETTZELL  ZELENCHK  2008-159 2019 01 18 07 32  51.0000000000              308501                
   -6065734.22757250   0.00408   289758.8535730971   0.00831 0      I     308502                
   0.00234    .00000    .00000    .00000  -4.028944879314854       0.0    308503                
  0.961   0.120  0.0888 -0.0010 -0.1009  0.0002     215886.004            308504
   0.00181   0.00000    .00000    .00000    .00000    .00000              308505                
    -1.616    -2.600   943.300   888.200    91.400    39.300 0 0          308506                
       -1.8459936982   0.01008            -0.00461   0.01445  0           308508                
YARRA12M  ZELENCHK  2008-159 2019 01 18 07 32  51.0000000000              308601                
    7371646.67223269   0.01791 -1443759.4169690879   0.03648 4      I     308602                
   0.00054    .00000    .00000    .00000   0.728973436486803       0.0    308603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            308604
   0.00000   0.00000    .00000    .00000    .00000    .00000              308605                
    38.092    -2.600   979.800   888.200     9.808    39.300 0 0          308606                
       -0.4969327046   0.03779             0.04059   0.05394  0           308608                
FORTLEZA  KOKEE     0823+033 2019 01 18 07 33   1.0000000000              308701                
   -2819968.20777341   0.02252 -2593187.0651472644   0.00986 0      I     308702                
   0.00020    .00000    .00000    .00000   0.235395377303018       0.0    308703                
  2.720   0.622 -0.0005  0.0003  0.0512 -0.0009       8479.734            308704
   0.02737  -0.01106    .00000    .00000    .00000    .00000              308705                
    24.000    12.200  1008.100   887.342   100.000    90.642 0 0          308706                
        0.1255676880   0.00957            -0.00098   0.00127  0           308708                
HART15M   ISHIOKA   2144+092 2019 01 18 07 35  46.0000000000              308801                
   -8618503.37670841   0.07953  2144029.5598003720   0.11461 2      I     308802                
   0.00010    .00000    .00000    .00000  -2.159011379921788       0.1    308803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            308804
   0.00000   0.00000    .00000    .00000    .00000    .00000              308805                
    21.800     5.700   862.400  1002.479    74.400    39.242 0 0          308806                
       -4.4642124696   0.03505            -0.07347   0.01679  0           308808                
HART15M   NYALES20  2144+092 2019 01 18 07 35  46.0000000000              308901                
    1485107.89459914   0.02971   983853.4829361031   0.04619 0      I     308902                
   0.00028    .00000    .00000    .00000   2.308861861822257       0.1    308903                
  2.142   0.190  0.0129 -0.0017 -0.0073 -0.0061    -161032.457            308904
   0.00000   0.02934    .00000    .00000    .00000    .00000              308905                
    21.800   -14.761   862.400   993.800    74.400    56.000 0 0          308906                
       -0.4904355961   0.01584            -0.05224   0.01149  0           308908                
HART15M   WETTZ13N  2144+092 2019 01 18 07 35  46.0000000000              309001                
    1140322.13833040   0.02256   282047.0589484569   0.03602 0      I     309002                
   0.00037    .00000    .00000    .00000   4.652873188975817       0.0    309003                
  2.142   0.514  0.0129 -0.0005 -0.0073 -0.0411     -11691.042            309004
   0.00000   0.00000    .00000    .00000    .00000    .00000              309005                
    21.800    -1.689   862.400   943.311    74.400    91.411 0 0          309006                
        0.2495715559   0.01389            -0.05430   0.01165  0           309008                
HART15M   WETTZELL  2144+092 2019 01 18 07 35  46.0000000000              309101                
    1137862.37183955   0.01801   282068.8949781436   0.02596 0      I     309102                
   0.00045    .00000    .00000    .00000   6.217725872849875       0.0    309103                
  2.142   0.535  0.0129 -0.0008 -0.0073 -0.0351     -14204.959            309104
   0.00000   0.00239    .00000    .00000    .00000    .00000              309105                
    21.800    -1.689   862.400   943.311    74.400    91.400 0 0          309106                
        0.7361923672   0.01119            -0.05011   0.00852  0           309108                
HART15M   ZELENCHK  2144+092 2019 01 18 07 35  46.0000000000              309201                
   -5588059.63691531   0.02057   380807.0174141836   0.04190 0      I     309202                
   0.00046    .00000    .00000    .00000  -0.424954090399273       0.0    309203                
  2.142   0.118  0.0129 -0.0002 -0.0073  0.0004     201681.037            309204
   0.00000   0.00000    .00000    .00000    .00000    .00000              309205                
    21.800    -2.600   862.400   888.200    74.400    39.300 0 0          309206                
       -1.1350321516   0.01521            -0.06056   0.01886  0           309208                
ISHIOKA   NYALES20  2144+092 2019 01 18 07 35  46.0000000000              309301                
   10103651.19714683   0.02042 -1160174.0506970729   0.03175 0      I     309302                
   0.00041    .00000    .00000    .00000  -1.567412114839678       0.0    309303                
  0.129   0.190  0.0002 -0.0017  0.0015 -0.0061    -148794.390            309304
   0.00000   0.02934    .00000    .00000    .00000    .00000              309305                
     5.700   -14.761  1002.479   993.800    39.242    56.000 0 0          309306                
        0.1336796059   0.01494             0.02110   0.01328  0           309308                
ISHIOKA   WETTZ13N  2144+092 2019 01 18 07 35  46.0000000000              309401                
    9758859.48489333   0.03019 -1861978.9456107770   0.04822 0      I     309402                
   0.00028    .00000    .00000    .00000   2.646346423588696       0.1    309403                
  0.129   0.514  0.0002 -0.0005  0.0015 -0.0411        547.025            309404
   0.00000   0.00000    .00000    .00000    .00000    .00000              309405                
     5.700    -1.689  1002.479   943.311    39.242    91.411 0 0          309406                
        0.8644045920   0.01934             0.02162   0.01661  0           309408                
ISHIOKA   WETTZELL  2144+092 2019 01 18 07 35  46.0000000000              309501                
    9756399.71316493   0.02260 -1861957.0540732907   0.02725 0      I     309502                
   0.00033    .00000    .00000    .00000   4.384895267447684       0.0    309503                
  0.129   0.535  0.0002 -0.0008  0.0015 -0.0351      -1966.892            309504
   0.00000   0.00239    .00000    .00000    .00000    .00000              309505                
     5.700    -1.689  1002.479   943.311    39.242    91.400 0 0          309506                
        1.3579200972   0.01412             0.03529   0.00903  0           309508                
ISHIOKA   ZELENCHK  2144+092 2019 01 18 07 35  46.0000000000              309601                
    3030478.50470612   0.02543 -1763218.7215646459   0.05181 0      I     309602                
   0.00037    .00000    .00000    .00000  -2.339833360035443       0.0    309603                
  0.129   0.118  0.0002 -0.0002  0.0015  0.0004     213919.103            309604
   0.00000   0.00000    .00000    .00000    .00000    .00000              309605                
     5.700    -2.600  1002.479   888.200    39.242    39.300 0 0          309606                
       -0.5273819869   0.02105            -0.00732   0.02705  0           309608                
NYALES20  WETTZ13N  2144+092 2019 01 18 07 35  46.0000000000              309701                
    -344784.55388025   0.01570  -701805.7722284172   0.02507 0      I     309702                
   0.00054    .00000    .00000    .00000  -0.738517872938511       0.0    309703                
  0.190   0.514 -0.0017 -0.0005 -0.0061 -0.0411     149341.415            309704
   0.02934   0.00000    .00000    .00000    .00000    .00000              309705                
   -14.761    -1.689   993.800   943.311    56.000    91.411 0 0          309706                
        0.7168532475   0.01212            -0.01649   0.01127  0           309708                
NYALES20  WETTZELL  2144+092 2019 01 18 07 35  46.0000000000              309801                
    -347244.28585771   0.01231  -701783.9346379805   0.01913 0      I     309802                
   0.00068    .00000    .00000    .00000  -2.955170312019810       0.0    309803                
  0.190   0.535 -0.0017 -0.0008 -0.0061 -0.0351     146827.498            309804
   0.02934   0.00239    .00000    .00000    .00000    .00000              309805                
   -14.761    -1.689   993.800   943.311    56.000    91.400 0 0          309806                
        1.2267578640   0.01034            -0.00105   0.00960  0           309808                
NYALES20  ZELENCHK  2144+092 2019 01 18 07 35  46.0000000000              309901                
   -7073166.53445990   0.01330  -603045.9607587660   0.02710 0      I     309902                
   0.00072    .00000    .00000    .00000  -1.504892277721196       0.0    309903                
  0.190   0.118 -0.0017 -0.0002 -0.0061  0.0004     362713.493            309904
   0.02934   0.00000    .00000    .00000    .00000    .00000              309905                
   -14.761    -2.600   993.800   888.200    56.000    39.300 0 0          309906                
       -0.6695646978   0.01540            -0.00685   0.02108  0           309908                
WETTZ13N  WETTZELL  2144+092 2019 01 18 07 35  46.0000000000              310001                
      -2459.75022919   0.01037       21.8488571505   0.01656 2      I     310002                
   0.00081    .00000    .00000    .00000  -2.167819252595007       0.0    310003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            310004
   0.00000   0.00239    .00000    .00000    .00000    .00000              310005                
    -1.689    -1.689   943.311   943.311    91.411    91.400 0 0          310006                
        0.4945751657   0.01017            -0.01491   0.00903  0           310008                
WETTZ13N  ZELENCHK  2144+092 2019 01 18 07 35  46.0000000000              310101                
   -6728381.92096939   0.01249    98759.9445658284   0.02545 0      I     310102                
   0.00076    .00000    .00000    .00000  -4.575278794823050       0.0    310103                
  0.514   0.118 -0.0005 -0.0002 -0.0411  0.0004     213372.079            310104
   0.00000   0.00000    .00000    .00000    .00000    .00000              310105                
    -1.689    -2.600   943.311   888.200    91.411    39.300 0 0          310106                
       -1.3564832155   0.01314             0.02187   0.01775  0           310108                
WETTZELL  ZELENCHK  2144+092 2019 01 18 07 35  46.0000000000              310201                
   -6725922.16927072   0.01017    98738.0730185524   0.02072 0      I     310202                
   0.00094    .00000    .00000    .00000  -2.397920631835597       0.0    310203                
  0.535   0.118 -0.0008 -0.0002 -0.0351  0.0004     215885.995            310204
   0.00239   0.00000    .00000    .00000    .00000    .00000              310205                
    -1.689    -2.600   943.311   888.200    91.400    39.300 0 0          310206                
       -1.8619169320   0.01127             0.03962   0.01534  0           310208                
