DATA IN NGS FORMAT FROM DATABASE 19JUL15XA_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
    2164123.82741882   0.00842   -58608.7463445620   0.02431 0      I     500702                
   0.00142    .00000    .00000    .00000  -0.889779763637695       0.0    500703                
  1.520   1.456 -0.0039 -0.0034  0.0011 -0.0040     -32798.562            500704
   0.00000   0.00000    .00000    .00000    .00000    .00000              500705                
    20.221    23.320  1001.400   991.800    99.700    95.178 0 0          500706                
        0.0529774016   0.03514        0.0442725024   0.02178  0           500708                
ISHIOKA   SESHAN25  3C418    2019 07 16 11 30  10.0000000000              500801                
    4539712.60990125   0.00522  -124722.2896353553   0.01508 0      I     500802                
   0.00217    .00000    .00000    .00000   0.717463786887699       0.0    500803                
  1.520   2.782 -0.0039  0.0016  0.0011 -0.0005      19936.570            500804
   0.00000   0.00000    .00000    .00000    .00000    .00000              500805                
    20.221    26.400  1001.400  1007.200    99.700    94.041 0 0          500806                
        0.7013716191   0.00632        0.0169131653   0.01160  0           500808                
ISHIOKA   WETTZELL  3C418    2019 07 16 11 30  10.0000000000              500901                
   10672414.84387025   0.00950   811296.3434331309   0.02744 0      I     500902                
   0.00120    .00000    .00000    .00000   5.809509616743695       0.0    500903                
  1.520   1.709 -0.0039  0.0461  0.0011 -0.0005      -2923.597            500904
   0.00000  -0.00078    .00000    .00000    .00000    .00000              500905                
    20.221    18.562  1001.400   945.800    99.700    49.397 0 0          500906                
        1.2800885102   0.01252       -0.0117779246   0.02316  0           500908                
NYALES20  SESHAN25  3C418    2019 07 16 11 30  10.0000000000              501001                
    3831895.71353053   0.00615  -858563.8935727919   0.01776 0      I     501002                
   0.00185    .00000    .00000    .00000   3.233563057622916       0.0    501003                
  0.426   2.782 -0.0033  0.0016  0.0004 -0.0005     191348.289            501004
  -0.03144   0.00000    .00000    .00000    .00000    .00000              501005                
     8.064    26.400  1013.900  1007.200    72.664    94.041 0 0          501006                
        0.5653411608   0.01185        0.1342702883   0.02245  0           501008                
NYALES20  WETTZELL  3C418    2019 07 16 11 30  10.0000000000              501101                
    9964597.12497569   0.00585    77454.0958312631   0.01690 0      I     501102                
   0.00195    .00000    .00000    .00000   3.891745744172806       0.0    501103                
  0.426   1.709 -0.0033  0.0461  0.0004 -0.0005     168488.121            501104
  -0.03144  -0.00078    .00000    .00000    .00000    .00000              501105                
     8.064    18.562  1013.900   945.800    72.664    49.397 0 0          501106                
        1.1475525151   0.00698        0.1244542381   0.01279  0           501108                
SEJONG    NYALES20  3C418    2019 07 16 11 30  10.0000000000              501201                
   -1456307.91553029   0.00977   792451.1143298335   0.02820 0      I     501202                
   0.00123    .00000    .00000    .00000  -2.297673922082835       0.0    501203                
  1.456   0.426 -0.0034 -0.0033 -0.0040  0.0004    -138613.156            501204
   0.00000  -0.03144    .00000    .00000    .00000    .00000              501205                
    23.320     8.064   991.800  1013.900    95.178    72.664 0 0          501206                
        0.1439830157   0.07366       -0.1678001942   0.04568  0           501208                
SEJONG    SESHAN25  3C418    2019 07 16 11 30  10.0000000000              501301                
    2375588.95416771   0.00464   -66113.5371050978   0.01340 0      I     501302                
   0.00258    .00000    .00000    .00000   2.555285755383943       0.0    501303                
  1.456   2.782 -0.0034  0.0016 -0.0040 -0.0005      52735.133            501304
   0.00000   0.00000    .00000    .00000    .00000    .00000              501305                
    23.320    26.400   991.800  1007.200    95.178    94.041 0 0          501306                
        0.6875055308   0.02821        0.0090071183   0.01749  0           501308                
SEJONG    WETTZELL  3C418    2019 07 16 11 30  10.0000000000              501401                
    8508289.13049262   0.00764   869905.2524140279   0.02206 0      I     501402                
   0.00157    .00000    .00000    .00000   2.384765681315042       0.0    501403                
  1.456   1.709 -0.0034  0.0461 -0.0040 -0.0005      29874.965            501404
   0.00000  -0.00078    .00000    .00000    .00000    .00000              501405                
    23.320    18.562   991.800   945.800    95.178    49.397 0 0          501406                
        1.2325100398   0.05938       -0.0750907175   0.03683  0           501408                
SESHAN25  WETTZELL  3C418    2019 07 16 11 30  10.0000000000              501501                
    6132698.01331397   0.00512   936018.9921794561   0.01477 0      I     501502                
   0.00223    .00000    .00000    .00000   0.520026744207203       0.0    501503                
  2.782   1.709  0.0016  0.0461 -0.0005 -0.0005     -22860.168            501504
   0.00000  -0.00078    .00000    .00000    .00000    .00000              501505                
    26.400    18.562  1007.200   945.800    94.041    49.397 0 0          501506                
        0.5745047496   0.01310       -0.0436202670   0.02505  0           501508                
HART15M   MATERA    1324+224 2019 07 16 11 30  41.0000000000              501601                
   -4866958.79782966   0.02329   126091.7324221404   0.02368 0      I     501602                
   0.00029    .00000    .00000    .00000  -1.640270476467903       0.0    501603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            501604
   0.00000  -0.69646    .00000    .00000    .00000    .00000              501605                
    19.455    17.092   871.173   952.500    26.253    99.033 0 0          501606                
        0.2564432686   0.02775        0.0315496850   0.01479  0           501608                
ISHIOKA   NYALES20  2113+293 2019 07 16 11 32  36.0000000000              501701                
    3756358.49701826   0.01889  1123227.9854043131   0.01533 0      I     501702                
   0.00032    .00000    .00000    .00000   4.861236782134744       0.0    501703                
  2.060   0.838 -0.0036 -0.0155  0.0031  0.0036    -171411.563            501704
   0.00000   0.00189    .00000    .00000    .00000    .00000              501705                
    20.267     8.164  1001.350  1013.916    99.700    71.520 0 0          501706                
        0.1684357620   0.01822       -0.0388910521   0.00908  0           501708                
ISHIOKA   SEJONG    2113+293 2019 07 16 11 32  36.0000000000              501801                
    3215125.80040350   0.01061   -45950.6023245668   0.00421 0      I     501802                
   0.00042    .00000    .00000    .00000   5.143601632503704       0.0    501803                
  2.060   2.372 -0.0036 -0.0060  0.0031 -0.0147     -32798.580            501804
   0.00000   0.00000    .00000    .00000    .00000    .00000              501805                
    20.267    23.400  1001.350   991.800    99.700    94.468 0 0          501806                
        0.1075538978   0.04759        0.0031638428   0.00405  0           501808                
ISHIOKA   SESHAN25  2113+293 2019 07 16 11 32  36.0000000000              501901                
    5687386.77258894   0.01117  -121366.7069193975   0.00960 0      I     501902                
   0.00056    .00000    .00000    .00000   5.247078224026515       0.0    501903                
  2.060   5.337 -0.0036  0.0040  0.0031 -0.0032      19936.677            501904
   0.00000   0.00000    .00000    .00000    .00000    .00000              501905                
    20.267    26.370  1001.350  1007.170    99.700    94.318 0 0          501906                
        0.7733484519   0.02059        0.0710911300   0.01159  0           501908                
NYALES20  SESHAN25  2113+293 2019 07 16 11 32  36.0000000000              502001                
    1931033.20958282   0.01090 -1244593.3209928409   0.00942 0      I     502002                
   0.00057    .00000    .00000    .00000   1.191319174118143       0.0    502003                
  0.838   5.337 -0.0155  0.0040  0.0036 -0.0032     191348.241            502004
   0.00189   0.00000    .00000    .00000    .00000    .00000              502005                
     8.164    26.370  1013.916  1007.170    71.520    94.318 0 0          502006                
        0.6394298370   0.02765        0.1292042659   0.01583  0           502008                
SEJONG    NYALES20  2113+293 2019 07 16 11 32  36.0000000000              502101                
     541228.89762141   0.01477  1169178.8530193469   0.01198 0      I     502102                
   0.00043    .00000    .00000    .00000   4.951708092790263       0.0    502103                
  2.372   0.838 -0.0060 -0.0155 -0.0147  0.0036    -138612.983            502104
   0.00000   0.00189    .00000    .00000    .00000    .00000              502105                
    23.400     8.164   991.800  1013.916    94.468    71.520 0 0          502106                
        0.1270212955   0.10078       -0.0908725643   0.01756  0           502108                
SEJONG    SESHAN25  2113+293 2019 07 16 11 32  36.0000000000              502201                
    2472261.25345695   0.00904   -75415.9133186751   0.00777 4      I     502202                
   0.00072    .00000    .00000    .00000   0.114457254105641       0.0    502203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            502204
   0.00000   0.00000    .00000    .00000    .00000    .00000              502205                
    23.400    26.370   991.800  1007.170    94.468    94.318 0 0          502206                
        0.5596080017   0.13128        0.0519721124   0.02424  0           502208                
FORTLEZA  WETTZELL  0800+618 2019 07 16 11 33   2.0000000000              502301                
  -15897375.25524245   0.02589   572169.2257060430   0.01722 0      I     502302                
   0.00021    .00000    .00000    .00000  -1.510221396220499       0.0    502303                
  3.850   0.338 -0.0306  0.0004 -0.0081  0.0000      -3150.997            502304
  -0.00579  -0.00522    .00000    .00000    .00000    .00000              502305                
    28.807    18.400  1012.003   945.800    67.897    47.552 0 0          502306                
        0.6504602013   0.01432        0.0082536630   0.00460  0           502308                
KATH12M   YARRA12M  2052-474 2019 07 16 11 33  11.0000000000              502401                
     359272.49771765   0.02131    64439.7766348343   0.01654 0      I     502402                
   0.00028    .00000    .00000    .00000   2.102588716960988       0.0    502403                
  1.459   0.606 -0.0023 -0.0107 -0.0063 -0.0123      14505.436            502404
   0.00000   0.00000    .00000    .00000    .00000    .00000              502405                
    20.804    13.837  1000.105   994.000    17.073    51.190 0 0          502406                
       -0.0271776529   0.01849       -0.0089515377   0.00863  0           502408                
HART15M   MATERA    1034-293 2019 07 16 11 33  31.0000000000              502501                
   15093971.96932373   0.06001   -91385.1277938763   0.17329 0      I     502502                
   0.00019    .00000    .00000    .00000   0.778968426998643       0.1    502503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            502504
   0.00000  -0.69880    .00000    .00000    .00000    .00000              502505                
    19.623    17.406   871.100   952.500    25.520    96.027 0 0          502506                
        0.8263127176   0.03903       -0.0390159095   0.05082  0           502508                
KATH12M   SESHAN25  1908-201 2019 07 16 11 36   4.0000000000              502601                
    9693021.89953346   0.00502   -21295.4136576960   0.00630 0      I     502602                
   0.00149    .00000    .00000    .00000  -2.738464100430101       0.0    502603                
  0.733   5.494 -0.0002 -0.0054 -0.0017 -0.0033      17951.384            502604
   0.00000   0.00000    .00000    .00000    .00000    .00000              502605                
    20.655    26.300  1000.132  1007.100    16.918    94.652 0 0          502606                
        1.0154167272   0.01597        0.0596596530   0.01333  0           502608                
KATH12M   YARRA12M  1908-201 2019 07 16 11 36   4.0000000000              502701                
    3800665.49974395   0.00636  -105192.4899506259   0.00604 0      I     502702                
   0.00102    .00000    .00000    .00000   5.150535971350052       0.0    502703                
  0.733   0.425 -0.0002 -0.0007 -0.0017 -0.0067      14505.655            502704
   0.00000   0.00000    .00000    .00000    .00000    .00000              502705                
    20.655    13.900  1000.132   994.000    16.918    50.912 0 0          502706                
        0.0091571257   0.00963        0.0057983202   0.00593  0           502708                
SESHAN25  YARRA12M  1908-201 2019 07 16 11 36   4.0000000000              502801                
   -5892355.58331262   0.00521   -83897.0176207814   0.00654 0      I     502802                
   0.00144    .00000    .00000    .00000  -0.528496928054200       0.0    502803                
  5.494   0.425 -0.0054 -0.0007 -0.0033 -0.0067      -3445.730            502804
   0.00000   0.00000    .00000    .00000    .00000    .00000              502805                
    26.300    13.900  1007.100   994.000    94.652    50.912 0 0          502806                
       -0.9975663844   0.01439       -0.0523322650   0.01199  0           502808                
FORTLEZA  HART15M   0642+449 2019 07 16 11 36  35.0000000000              502901                
    6960311.76025745   0.05130  1137705.0333609025   0.09875 0      I     502902                
   0.00018    .00000    .00000    .00000  -0.775697865442944       0.1    502903                
  1.593   0.436 -0.0043 -0.0124 -0.0014 -0.0130       3034.827            502904
  -0.00479   0.00000    .00000    .00000    .00000    .00000              502905                
    28.883    19.800  1012.100   871.084    67.642    25.009 0 0          502906                
        0.3155125755   0.02201        0.0048080122   0.01272  0           502908                
FORTLEZA  MATERA    0642+449 2019 07 16 11 36  35.0000000000              503001                
   -8562381.55652435   0.07555   910771.3635958600   0.14545 0      I     503002                
   0.00012    .00000    .00000    .00000  -3.473929324969109       0.1    503003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            503004
  -0.00479  -0.71442    .00000    .00000    .00000    .00000              503005                
    28.883    17.516  1012.100   952.500    67.642    98.428 0 0          503006                
        0.3766539552   0.03202       -0.0018321434   0.01604  0           503008                
FORTLEZA  WETTZELL  0642+449 2019 07 16 11 36  35.0000000000              503101                
   -8916840.31075758   0.04350   821133.1544861115   0.08375 0      I     503102                
   0.00021    .00000    .00000    .00000  -4.017885836572191       0.1    503103                
  1.593   0.342 -0.0043 -0.0001 -0.0014 -0.0000      -3151.060            503104
  -0.00479  -0.01740    .00000    .00000    .00000    .00000              503105                
    28.883    18.378  1012.100   945.800    67.642    46.066 0 0          503106                
        0.9133069029   0.01860        0.0124571764   0.01062  0           503108                
HART15M   MATERA    0642+449 2019 07 16 11 36  35.0000000000              503201                
  -15522691.83331328   0.01852  -226933.5665289838   0.03566 0      I     503202                
   0.00050    .00000    .00000    .00000  -2.992489188375091       0.0    503203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            503204
   0.00000  -0.71442    .00000    .00000    .00000    .00000              503205                
    19.800    17.516   871.084   952.500    25.009    98.428 0 0          503206                
        0.0881253081   0.01027        0.0144882691   0.00807  0           503208                
HART15M   WETTZELL  0642+449 2019 07 16 11 36  35.0000000000              503301                
  -15877149.98680933   0.00828  -316571.5430811020   0.01207 0      I     503302                
   0.00098    .00000    .00000    .00000  -2.388851503059441       0.0    503303                
  0.436   0.342 -0.0124 -0.0001 -0.0130 -0.0000      -6185.886            503304
   0.00000  -0.01740    .00000    .00000    .00000    .00000              503305                
    19.800    18.378   871.084   945.800    25.009    46.066 0 0          503306                
        0.6176417520   0.00469        0.0030232372   0.00337  0           503308                
MATERA    WETTZELL  0642+449 2019 07 16 11 36  35.0000000000              503401                
    -354459.57727782   0.00657   -89638.0160347514   0.01265 0      I     503402                
   0.00141    .00000    .00000    .00000  -1.873537821612379       0.0    503403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            503404
  -0.71442  -0.01740    .00000    .00000    .00000    .00000              503405                
    17.516    18.378   952.500   945.800    98.428    46.066 0 0          503406                
        0.5219668028   0.00687        0.0152586161   0.00682  0           503408                
ISHIOKA   MATERA    0059+581 2019 07 16 11 38  38.0000000000              503501                
   -3714601.75217542   0.01396  1103301.9314204664   0.01229 0      I     503502                
   0.00045    .00000    .00000    .00000  -0.632857689058917       0.0    503503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            503504
   0.00000  -0.71459    .00000    .00000    .00000    .00000              503505                
    20.111    17.610  1001.100   952.497    99.700    92.681 0 0          503506                
        0.5638839672   0.00971       -0.0493404471   0.00398  0           503508                
ISHIOKA   SEJONG    0059+581 2019 07 16 11 38  38.0000000000              503601                
    1323997.79299417   0.01275   103158.5478289318   0.01450 0      I     503602                
   0.00059    .00000    .00000    .00000   3.817146607298051       0.0    503603                
  4.217   4.636 -0.0547 -0.0604  0.0070 -0.0190     -32798.623            503604
   0.00000   0.00000    .00000    .00000    .00000    .00000              503605                
    20.111    23.389  1001.100   991.800    99.700    93.344 0 0          503606                
        0.0563855070   0.03558       -0.0221245465   0.00867  0           503608                
ISHIOKA   WETTZELL  0059+581 2019 07 16 11 38  38.0000000000              503701                
   -6461933.33108044   0.00642  1034153.1539283731   0.00566 0      I     503702                
   0.00098    .00000    .00000    .00000  -3.532956692634061       0.0    503703                
  4.217   0.599 -0.0547  0.0041  0.0070 -0.0001      -2923.633            503704
   0.00000  -0.01430    .00000    .00000    .00000    .00000              503705                
    20.111    18.315  1001.100   945.800    99.700    44.885 0 0          503706                
        1.0595212127   0.00530       -0.0318198583   0.00277  0           503708                
MATERA    WETTZELL  0059+581 2019 07 16 11 38  38.0000000000              503801                
   -2747331.81969712   0.00327   -69148.9122535930   0.00130 0      I     503802                
   0.00129    .00000    .00000    .00000  -3.001328220033064       0.0    503803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            503804
  -0.71459  -0.01430    .00000    .00000    .00000    .00000              503805                
    17.610    18.315   952.497   945.800    92.681    44.885 0 0          503806                
        0.4767886081   0.00304        0.0045603957   0.00061  0           503808                
SEJONG    MATERA    0059+581 2019 07 16 11 38  38.0000000000              503901                
   -5038600.95255839   0.01328  1000143.2364144893   0.01510 0      I     503902                
   0.00057    .00000    .00000    .00000   1.333001607797285       0.0    503903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            503904
   0.00000  -0.71459    .00000    .00000    .00000    .00000              503905                
    23.389    17.610   991.800   952.497    93.344    92.681 0 0          503906                
        0.4948451838   0.04837       -0.0061833905   0.01180  0           503908                
SEJONG    WETTZELL  0059+581 2019 07 16 11 38  38.0000000000              504001                
   -7785932.39172730   0.00672   930994.5682609954   0.00764 0      I     504002                
   0.00112    .00000    .00000    .00000  -3.395344501206941       0.0    504003                
  4.636   0.599 -0.0604  0.0041 -0.0190 -0.0001      29874.990            504004
   0.00000  -0.01430    .00000    .00000    .00000    .00000              504005                
    23.389    18.315   991.800   945.800    93.344    44.885 0 0          504006                
        0.9361834918   0.04301        0.0017920541   0.01050  0           504008                
KATH12M   SESHAN25  1519-273 2019 07 16 11 39  17.0000000000              504101                
    9335594.46935145   0.01845  -251082.5353703409   0.01800 0      I     504102                
   0.00036    .00000    .00000    .00000   3.402044481877363       0.0    504103                
  0.533   2.530 -0.0001 -0.0019  0.0002 -0.0000      17951.611            504104
   0.00000   0.00000    .00000    .00000    .00000    .00000              504105                
    20.626    26.300  1000.156  1007.100    16.742    94.899 0 0          504106                
        1.0826721063   0.03096        0.0639396945   0.01970  0           504108                
FORTLEZA  HART15M   0834-201 2019 07 16 11 39  48.0000000000              504201                
  -10226049.41753851   0.02967  1407741.5849481795   0.05637 4      I     504202                
   0.00031    .00000    .00000    .00000  -5.143707093682871       0.1    504203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            504204
  -0.00079   0.00000    .00000    .00000    .00000    .00000              504205                
    28.300    19.840  1012.100   871.020    69.200    25.560 0 0          504206                
        3.7223842845   0.04660      -13.8387222515   0.05751  0           504208                
ISHIOKA   KATH12M   1639-062 2019 07 16 11 41  49.0000000000              504301                
   -5122055.43409016   0.01316  -213966.2545749327   0.00852 0      I     504302                
   0.00041    .00000    .00000    .00000  -3.509349633783271       0.0    504303                
  1.423   0.525  0.0050  0.0001  0.0000 -0.0002       1985.294            504304
   0.00000   0.00000    .00000    .00000    .00000    .00000              504305                
    20.214    20.643  1001.100  1000.194    99.700    16.437 0 0          504306                
       -0.2694184180   0.00869       -0.0135311902   0.00307  0           504308                
ISHIOKA   SEJONG    1639-062 2019 07 16 11 41  49.0000000000              504401                
     547506.66848789   0.00804  -276541.8747617649   0.00520 0      I     504402                
   0.00070    .00000    .00000    .00000   3.026537170279536       0.0    504403                
  1.423   1.241  0.0050  0.0031  0.0000 -0.0009     -32798.646            504404
   0.00000   0.00000    .00000    .00000    .00000    .00000              504405                
    20.214    23.306  1001.100   991.806    99.700    93.652 0 0          504406                
       -0.0201350999   0.02305        0.0039331139   0.00320  0           504408                
ISHIOKA   SESHAN25  1639-062 2019 07 16 11 41  49.0000000000              504501                
     -95732.42443889   0.00866  -430608.6434859657   0.01624 0      I     504502                
   0.00106    .00000    .00000    .00000  -0.885609053633549       0.0    504503                
  1.423   1.767  0.0050 -0.0007  0.0000 -0.0002      19937.083            504504
   0.00000   0.00000    .00000    .00000    .00000    .00000              504505                
    20.214    26.287  1001.100  1007.087    99.700    95.127 0 0          504506                
        0.6496958472   0.00768        0.0349564746   0.00870  0           504508                
ISHIOKA   YARRA12M  1639-062 2019 07 16 11 41  49.0000000000              504601                
   -2074877.02280630   0.01632  -566884.1762393150   0.01061 0      I     504602                
   0.00033    .00000    .00000    .00000  -5.163925280046534       0.0    504603                
  1.423   0.276  0.0050  0.0009  0.0000 -0.0014      16491.383            504604
   0.00000   0.00000    .00000    .00000    .00000    .00000              504605                
    20.214    13.916  1001.100   994.000    99.700    50.223 0 0          504606                
       -0.2346598234   0.00879       -0.0082178498   0.00269  0           504608                
KATH12M   SEJONG    1639-062 2019 07 16 11 41  49.0000000000              504701                
    5669561.76492317   0.00873   -62575.7470562118   0.00346 0      I     504702                
   0.00051    .00000    .00000    .00000   2.631129653752201       0.0    504703                
  0.525   1.241  0.0001  0.0031 -0.0002 -0.0009     -34783.940            504704
   0.00000   0.00000    .00000    .00000    .00000    .00000              504705                
    20.643    23.306  1000.194   991.806    16.437    93.652 0 0          504706                
        0.3108058296   0.03468        0.0155774028   0.00295  0           504708                
KATH12M   SESHAN25  1639-062 2019 07 16 11 41  49.0000000000              504801                
    5026321.90245856   0.01036  -216642.5215625541   0.01944 0      I     504802                
   0.00088    .00000    .00000    .00000   1.830171439053747       0.0    504803                
  0.525   1.767  0.0001 -0.0007 -0.0002 -0.0002      17951.789            504804
   0.00000   0.00000    .00000    .00000    .00000    .00000              504805                
    20.643    26.287  1000.194  1007.087    16.437    95.127 0 0          504806                
        0.9510686626   0.01288        0.0276353972   0.01539  0           504808                
KATH12M   YARRA12M  1639-062 2019 07 16 11 41  49.0000000000              504901                
    3047176.62138016   0.00949  -352918.0913765082   0.00377 0      I     504902                
   0.00044    .00000    .00000    .00000   5.517170695460170       0.0    504903                
  0.525   0.276  0.0001  0.0009 -0.0002 -0.0014      14506.089            504904
   0.00000   0.00000    .00000    .00000    .00000    .00000              504905                
    20.643    13.916  1000.194   994.000    16.437    50.223 0 0          504906                
        0.0357093610   0.00767        0.0002017265   0.00180  0           504908                
SEJONG    SESHAN25  1639-062 2019 07 16 11 41  49.0000000000              505001                
    -643238.94940707   0.00754  -154066.8496171796   0.01414 0      I     505002                
   0.00128    .00000    .00000    .00000  -5.757439491110466       0.0    505003                
  1.241   1.767  0.0031 -0.0007 -0.0009 -0.0002      52735.729            505004
   0.00000   0.00000    .00000    .00000    .00000    .00000              505005                
    23.306    26.287   991.806  1007.087    93.652    95.127 0 0          505006                
        0.6262950830   0.04156        0.0402570947   0.01673  0           505008                
SEJONG    YARRA12M  1639-062 2019 07 16 11 41  49.0000000000              505101                
   -2622383.49766612   0.01120  -290342.3679020811   0.00445 0      I     505102                
   0.00040    .00000    .00000    .00000  -5.852124455242707       0.0    505103                
  1.241   0.276  0.0031  0.0009 -0.0009 -0.0014      49290.029            505104
   0.00000   0.00000    .00000    .00000    .00000    .00000              505105                
    23.306    13.916   991.806   994.000    93.652    50.223 0 0          505106                
       -0.2151308461   0.02878       -0.0199290652   0.00245  0           505108                
SESHAN25  YARRA12M  1639-062 2019 07 16 11 41  49.0000000000              505201                
   -1979144.61281122   0.01251  -136275.5817867863   0.02376 0      I     505202                
   0.00074    .00000    .00000    .00000  -5.095221050244670       0.0    505203                
  1.767   0.276 -0.0007  0.0009 -0.0002 -0.0014      -3445.700            505204
   0.00000   0.00000    .00000    .00000    .00000    .00000              505205                
    26.287    13.916  1007.087   994.000    95.127    50.223 0 0          505206                
       -0.9118775609   0.01204       -0.0340427209   0.01406  0           505208                
AGGO      FORTLEZA  0537-441 2019 07 16 11 44  21.0000000000              505301                
    3114495.64413889   0.02682   243708.6663318169   0.01064 0      I     505302                
   0.00016    .00000    .00000    .00000   4.744415623021765       0.0    505303                
  0.210   1.196  0.0009  0.0020 -0.0029 -0.0003        622.822            505304
   0.02064   0.00096    .00000    .00000    .00000    .00000              505305                
     0.460    28.465  1022.736  1012.100    97.900    68.570 0 0          505306                
       -0.1155387695   0.02133        0.0039575228   0.00497  0           505308                
AGGO      HART15M   0537-441 2019 07 16 11 44  21.0000000000              505401                
    4245229.60584343   0.02767  1297862.6766119818   0.01097 0      I     505402                
   0.00015    .00000    .00000    .00000   5.246039591201384       0.0    505403                
  0.210   0.146  0.0009  0.0007 -0.0029 -0.0018       3657.559            505404
   0.02064   0.00000    .00000    .00000    .00000    .00000              505405                
     0.460    19.938  1022.736   871.069    97.900    25.740 0 0          505406                
       -0.0308278270   0.02213        0.0020030822   0.00516  0           505408                
FORTLEZA  HART15M   0537-441 2019 07 16 11 44  21.0000000000              505501                
    1130730.71848502   0.00570  1054153.8566140619   0.00226 0      I     505502                
   0.00074    .00000    .00000    .00000   0.608526250391626       0.0    505503                
  1.196   0.146  0.0020  0.0007 -0.0003 -0.0018       3034.737            505504
   0.00096   0.00000    .00000    .00000    .00000    .00000              505505                
    28.465    19.938  1012.100   871.069    68.570    25.740 0 0          505506                
        0.0785797211   0.00636        0.0020516658   0.00159  0           505508                
ISHIOKA   MATERA    2229+695 2019 07 16 11 45  40.0000000000              505601                
    3865552.98165136   0.06417   637619.1271904783   0.03721 0      I     505602                
   0.00008    .00000    .00000    .00000   1.945535982208508       0.1    505603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            505604
   0.00000  -0.70979    .00000    .00000    .00000    .00000              505605                
    20.293    18.017  1001.100   952.409    99.707    95.597 0 0          505606                
        0.6253486283   0.02852       -0.0250831393   0.00494  0           505608                
ISHIOKA   SESHAN25  2229+695 2019 07 16 11 45  40.0000000000              505701                
    3538839.51046454   0.00945    -8734.7892776197   0.00606 0      I     505702                
   0.00057    .00000    .00000    .00000   3.037800211161699       0.0    505703                
  1.818   3.249 -0.0097  0.0035  0.0010 -0.0009      19937.254            505704
   0.00000   0.00000    .00000    .00000    .00000    .00000              505705                
    20.293    26.200  1001.100  1007.000    99.707    95.324 0 0          505706                
        0.6225819707   0.01076        0.0331247470   0.00435  0           505708                
ISHIOKA   WETTZELL  2229+695 2019 07 16 11 45  40.0000000000              505801                
     945336.06794442   0.02772   628897.4858416244   0.01614 0      I     505802                
   0.00018    .00000    .00000    .00000   3.568531731107557       0.0    505803                
  1.818   0.664 -0.0097  0.0062  0.0010  0.0000      -2923.662            505804
   0.00000  -0.01527    .00000    .00000    .00000    .00000              505805                
    20.293    18.576  1001.100   945.800    99.707    44.636 0 0          505806                
        1.1147379737   0.01314       -0.0060035917   0.00301  0           505808                
MATERA    SESHAN25  2229+695 2019 07 16 11 45  40.0000000000              505901                
    -326710.99693813   0.05593  -646353.5750135953   0.03589 0      I     505902                
   0.00010    .00000    .00000    .00000  -1.629273485378639       0.1    505903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            505904
  -0.70979   0.00000    .00000    .00000    .00000    .00000              505905                
    18.017    26.200   952.409  1007.000    95.597    95.324 0 0          505906                
       -0.0102252726   0.02829        0.0527193120   0.00678  0           505908                
MATERA    WETTZELL  2229+695 2019 07 16 11 45  40.0000000000              506001                
   -2920216.85538311   0.00950    -8721.6443454920   0.00553 0      I     506002                
   0.00054    .00000    .00000    .00000  -3.156536715730664       0.0    506003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            506004
  -0.70979  -0.01527    .00000    .00000    .00000    .00000              506005                
    18.017    18.576   952.409   945.800    95.597    44.636 0 0          506006                
        0.4766473053   0.00899        0.0088357882   0.00266  0           506008                
SESHAN25  WETTZELL  2229+695 2019 07 16 11 45  40.0000000000              506101                
   -2593505.62758808   0.01677   637632.3479159694   0.01076 0      I     506102                
   0.00032    .00000    .00000    .00000  -2.698483128249177       0.0    506103                
  3.249   0.664  0.0035  0.0062 -0.0009  0.0000     -22860.916            506104
   0.00000  -0.01527    .00000    .00000    .00000    .00000              506105                
    26.200    18.576  1007.000   945.800    95.324    44.636 0 0          506106                
        0.4980692635   0.01165       -0.0493164760   0.00417  0           506108                
FORTLEZA  HART15M   0814+425 2019 07 16 11 50  23.0000000000              506201                
    1271215.02086065   0.03485  1155305.8103290517   0.06989 0      I     506202                
   0.00027    .00000    .00000    .00000   6.147490325421215       0.1    506203                
  2.151   0.316 -0.0069 -0.0067 -0.0042 -0.0021       3034.668            506204
  -0.00104   0.00000    .00000    .00000    .00000    .00000              506205                
    29.153    19.800  1012.200   870.981    67.538    26.538 0 0          506206                
        0.0666085141   0.02027        0.0146572366   0.02048  0           506208                
FORTLEZA  MATERA    0814+425 2019 07 16 11 50  23.0000000000              506301                
  -12451762.62095557   0.02238   950379.6795370721   0.02169 0      I     506302                
   0.00029    .00000    .00000    .00000  -4.004024349414437       0.0    506303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            506304
