DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
   -4087139.56327475   0.00794   220492.5794819527   0.00796 0      I      19002                
   0.00084    .00000    .00000    .00000  -1.410515175010968       0.0     19003                
  0.563   0.504 -0.0121  0.0044  0.0001 -0.0016     385668.738             19004
   0.07668   0.00000    .00000    .00000    .00000    .00000               19005                
     6.884     7.360  1007.000  1000.300    83.404    80.100 0 0           19006                
       -1.0652149820   0.00983       -0.2199274580   0.00563  0            19008                
NYALES20  WETTZELL  1639+230 2019 07 11 20 39   6.0000000000               19101                
   -7030328.94563086   0.01035    22747.8275929795   0.00631 0      I      19102                
   0.00050    .00000    .00000    .00000  -2.754238802514967       0.0     19103                
  0.563   0.599 -0.0121 -0.0004  0.0001  0.0000     168928.568             19104
   0.07668   0.00407    .00000    .00000    .00000    .00000               19105                
     6.884    13.300  1007.000   944.500    83.404    99.800 0 0           19106                
        0.9579149294   0.01291        0.1373442882   0.00502  0            19108                
NYALES20  YEBES40M  1639+230 2019 07 11 20 39   6.0000000000               19201                
   -7763398.41386017   0.00559  -273393.5468269907   0.00269 0      I      19202                
   0.00083    .00000    .00000    .00000  -0.223609957373036       0.0     19203                
  0.563   0.323 -0.0121  0.0007  0.0001 -0.0001     163863.687             19204
   0.07668   0.00347    .00000    .00000    .00000    .00000               19205                
     6.884    28.200  1007.000   912.200    83.404    15.000 0 0           19206                
       -1.6095474489   0.01050        0.1220547614   0.00362  0            19208                
SVETLOE   WETTZELL  1639+230 2019 07 11 20 39   6.0000000000               19301                
   -2943190.27311966   0.00675  -197744.7397895200   0.00677 0      I      19302                
   0.00099    .00000    .00000    .00000  -3.062255753135787       0.0     19303                
  0.504   0.599  0.0044 -0.0004 -0.0016  0.0000    -216740.171             19304
   0.00000   0.00407    .00000    .00000    .00000    .00000               19305                
     7.360    13.300  1000.300   944.500    80.100    99.800 0 0           19306                
        2.0252275626   0.00885        0.0054078797   0.00509  0            19308                
SVETLOE   YEBES40M  1639+230 2019 07 11 20 39   6.0000000000               19401                
   -3676261.05483548   0.00366  -493886.0471903968   0.00361 0      I      19402                
   0.00182    .00000    .00000    .00000  -6.039388355717154       0.0     19403                
  0.504   0.323  0.0044  0.0007 -0.0016 -0.0001    -221805.051             19404
   0.00000   0.00347    .00000    .00000    .00000    .00000               19405                
     7.360    28.200  1000.300   912.200    80.100    15.000 0 0           19406                
       -0.5276254276   0.00773        0.0225418540   0.00449  0            19408                
WETTZELL  YEBES40M  1639+230 2019 07 11 20 39   6.0000000000               19501                
    -733071.58662493   0.00423  -296141.3584435699   0.00258 0      I      19502                
   0.00123    .00000    .00000    .00000  -0.723253232781422       0.0     19503                
  0.599   0.323 -0.0004  0.0007  0.0000 -0.0001      -5064.881             19504
   0.00407   0.00347    .00000    .00000    .00000    .00000               19505                
    13.300    28.200   944.500   912.200    99.800    15.000 0 0           19506                
       -2.5482633752   0.00647        0.0155230454   0.00280  0            19508                
KATH12M   YARRA12M  0229+131 2019 07 11 20 40  47.0000000000               19601                
    5944128.98768494   0.01817  -253838.7800197877   0.01119 0      I      19602                
   0.00029    .00000    .00000    .00000   0.725276835735719       0.0     19603                
  0.490   0.309 -0.0020  0.0055 -0.0035  0.0046      14021.774             19604
   0.00000   0.00000    .00000    .00000    .00000    .00000               19605                
    18.586     7.066  1001.687   996.634    69.048    95.131 0 0           19606                
        0.1274702079   0.01071        0.0108513973   0.00336  0            19608                
SVETLOE   WETTZELL  1751+288 2019 07 11 20 43  38.0000000000               19701                
   -1638198.52335546   0.00495  -254142.0238941463   0.00975 0      I      19702                
   0.00191    .00000    .00000    .00000  -2.097020846069959       0.0     19703                
  0.456   0.589  0.0030 -0.0002 -0.0001 -0.0003    -216740.170             19704
   0.00000   0.00529    .00000    .00000    .00000    .00000               19705                
     7.188    13.312  1000.300   944.500    80.136    99.800 0 0           19706                
        2.0188646390   0.00878        0.0091825036   0.01013  0            19708                
SVETLOE   YEBES40M  1751+288 2019 07 11 20 43  38.0000000000               19801                
    -893210.29423240   0.00474  -556190.2201392847   0.02155 0      I      19802                
   0.00317    .00000    .00000    .00000  -1.180247481360302       0.0     19803                
  0.456   0.346  0.0030  0.0003 -0.0001 -0.0003    -221805.069             19804
   0.00000   0.00616    .00000    .00000    .00000    .00000               19805                
     7.188    28.152  1000.300   912.212    80.136    15.121 0 0           19806                
       -0.5155023040   0.01603       -0.0248141386   0.04342  0            19808                
WETTZELL  YEBES40M  1751+288 2019 07 11 20 43  38.0000000000               19901                
     744987.80155578   0.00636  -302048.2880300896   0.02893 0      I      19902                
   0.00236    .00000    .00000    .00000  -2.145606758049038       0.0     19903                
  0.589   0.346 -0.0002  0.0003 -0.0003 -0.0003      -5064.899             19904
   0.00529   0.00616    .00000    .00000    .00000    .00000               19905                
    13.312    28.152   944.500   912.212    99.800    15.121 0 0           19906                
       -2.5622708040   0.01220       -0.0259498952   0.03986  0            19908                
KATH12M   YARRA12M  0104-408 2019 07 11 20 44   2.0000000000               20001                
    -818967.94966839   0.01331  -286193.6109225927   0.01175 0      I      20002                
   0.00047    .00000    .00000    .00000   1.931765974634199       0.0     20003                
  0.429   0.169  0.0015 -0.0006 -0.0003  0.0005      14022.008             20004
   0.00000   0.00000    .00000    .00000    .00000    .00000               20005                
    18.507     7.000  1001.690   996.700    69.504    95.017 0 0           20006                
        0.0713017281   0.02098       -0.0273058739   0.01203  0            20008                
FORTLEZA  NYALES20  1123+264 2019 07 11 20 47  59.0000000000               20101                
