DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            154104
   0.00000   0.00477    .00000    .00000    .00000    .00000              154105                
     6.842    14.600   871.421   943.600    61.325    99.800 0 0          154106                
        1.2085270812   0.01591        0.0057343400   0.00615  0           154108                
HART15M   YEBES40M  0403-132 2019 07 12 06 09  32.0000000000              154201                
   11826565.14951646   0.00595  -500958.2101432603   0.00352 0      I     154202                
   0.00086    .00000    .00000    .00000   2.218887630184203       0.0    154203                
  0.086   0.807  0.0006  0.0108  0.0004  0.0043     -11114.167            154204
   0.00000  -0.00238    .00000    .00000    .00000    .00000              154205                
     6.842    22.266   871.421   913.311    61.325    29.115 0 0          154206                
       -1.4554443602   0.01934       -0.0009637307   0.00833  0           154208                
SVETLOE   WETTZELL  0403-132 2019 07 12 06 09  32.0000000000              154301                
   -2845824.31183107   0.00365  -317724.1459668977   0.00372 0      I     154302                
   0.00185    .00000    .00000    .00000  -4.426687721802079       0.0    154303                
  1.555   0.921  0.0723 -0.0136 -0.0185  0.0147    -216740.009            154304
   0.00000   0.00477    .00000    .00000    .00000    .00000              154305                
    11.021    14.600   999.800   943.600    67.589    99.800 0 0          154306                
        2.9788922957   0.00588        0.0060523929   0.00349  0           154308                
SVETLOE   YEBES40M  0403-132 2019 07 12 06 09  32.0000000000              154401                
   -2845836.98907491   0.00269  -652472.0585389681   0.00274 0      I     154402                
   0.00252    .00000    .00000    .00000  -6.133194476689670       0.0    154403                
  1.555   0.807  0.0723  0.0108 -0.0185  0.0043    -221807.344            154404
   0.00000  -0.00238    .00000    .00000    .00000    .00000              154405                
    11.021    22.266   999.800   913.311    67.589    29.115 0 0          154406                
        0.3500385580   0.00589        0.0002663448   0.00355  0           154408                
WETTZELL  YEBES40M  0403-132 2019 07 12 06 09  32.0000000000              154501                
        -13.55847666   0.00226  -334748.2682647830   0.00113 0      I     154502                
   0.00210    .00000    .00000    .00000   3.062755362156286       0.0    154503                
  0.921   0.807 -0.0136  0.0108  0.0147  0.0043      -5067.335            154504
   0.00477  -0.00238    .00000    .00000    .00000    .00000              154505                
    14.600    22.266   943.600   913.311    99.800    29.115 0 0          154506                
       -2.6372576100   0.00475        0.0056448871   0.00171  0           154508                
KATH12M   YARRA12M  0537-441 2019 07 12 06 09  37.0000000000              154601                
   -6401079.27799990   0.01295  -235637.8984860263   0.00729 0      I     154602                
   0.00039    .00000    .00000    .00000  -1.673020966289261       0.0    154603                
  1.179   0.179  0.0026 -0.0008  0.0059 -0.0002      14062.380            154604
   0.00000   0.00000    .00000    .00000    .00000    .00000              154605                
    29.253    17.768   997.986   995.100    32.882    53.138 0 0          154606                
       -0.1025366168   0.01109       -0.0037126239   0.00374  0           154608                
HART15M   SVETLOE   0420+022 2019 07 12 06 13  53.0000000000              154701                
    7338144.97983656   0.00998   190038.4649009351   0.01256 0      I     154702                
   0.00076    .00000    .00000    .00000   3.568648111247194       0.0    154703                
  0.075   0.957  0.0014  0.0172  0.0007 -0.0068     210693.152            154704
   0.00000   0.00000    .00000    .00000    .00000    .00000              154705                
     6.980    11.100   871.480   999.800    61.682    68.972 0 0          154706                
       -1.9367783274   0.00698        0.0105148740   0.00443  0           154708                
HART15M   WETTZELL  0420+022 2019 07 12 06 13  53.0000000000              154801                
    5346838.92018766   0.00825  -144195.2734073329   0.00603 0      I     154802                
   0.00069    .00000    .00000    .00000   3.639884208297396       0.0    154803                
  0.075   0.596  0.0014 -0.0042  0.0007  0.0072      -6046.865            154804
   0.00000   0.00625    .00000    .00000    .00000    .00000              154805                
     6.980    14.600   871.480   943.600    61.682    99.780 0 0          154806                
        1.0735315083   0.00588        0.0345453630   0.00242  0           154808                
HART15M   YARRA12M  0420+022 2019 07 12 06 13  53.0000000000              154901                
   13019693.29432978   0.01302  1655077.0563635211   0.00951 0      I     154902                
   0.00044    .00000    .00000    .00000   1.383826439304794       0.0    154903                
  0.075   0.524  0.0014  0.0033  0.0007 -0.0026      13053.626            154904
   0.00000   0.00000    .00000    .00000    .00000    .00000              154905                
     6.980    17.700   871.480   995.100    61.682    52.800 0 0          154906                
       -0.0032814724   0.00901       -0.0471597316   0.00367  0           154908                
SVETLOE   WETTZELL  0420+022 2019 07 12 06 13  53.0000000000              155001                
   -1991303.68647871   0.00316  -334233.8110755471   0.00389 0      I     155002                
   0.00237    .00000    .00000    .00000  -2.729863421689690       0.0    155003                
  0.957   0.596  0.0172 -0.0042 -0.0068  0.0072    -216740.017            155004
   0.00000   0.00625    .00000    .00000    .00000    .00000              155005                
    11.100    14.600   999.800   943.600    68.972    99.780 0 0          155006                
        3.0257827529   0.00374        0.0063433849   0.00262  0           155008                
SVETLOE   YARRA12M  0420+022 2019 07 12 06 13  53.0000000000              155101                
    5681537.87824328   0.01792  1465038.5397217672   0.02255 0      I     155102                
   0.00042    .00000    .00000    .00000   5.509175353235535       0.0    155103                
  0.957   0.524  0.0172  0.0033 -0.0068 -0.0026    -197639.527            155104
   0.00000   0.00000    .00000    .00000    .00000    .00000              155105                
    11.100    17.700   999.800   995.100    68.972    52.800 0 0          155106                
        1.9541449393   0.01675       -0.0699247166   0.01155  0           155108                
WETTZELL  YARRA12M  0420+022 2019 07 12 06 13  53.0000000000              155201                
    7672844.75379436   0.01505  1799272.7947839699   0.00978 0      I     155202                
   0.00036    .00000    .00000    .00000   3.202479440327839       0.0    155203                
  0.596   0.524 -0.0042  0.0033  0.0072 -0.0026      19100.490            155204
   0.00625   0.00000    .00000    .00000    .00000    .00000              155205                
    14.600    17.700   943.600   995.100    99.780    52.800 0 0          155206                
       -1.0866335646   0.01389       -0.0776732023   0.00550  0           155208                
AGGO      HART15M   0017+200 2019 07 12 06 17  39.0000000000              155301                
    -565948.55042775   0.09849  1705657.7271810460   0.04515 2      I     155302                
   0.00005    .00000    .00000    .00000  -3.015976404976827       0.2    155303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            155304
   0.00262   0.00000    .00000    .00000    .00000    .00000              155305                
    13.630     6.955  1008.400   871.400    97.900    61.211 0 0          155306                
       -6.5067534894   0.04371        0.4006312716   0.00676  0           155308                
AGGO      SVETLOE   0017+200 2019 07 12 06 17  39.0000000000              155401                
   -4211443.78312410   0.05022  1291843.1340610059   0.06907 0      I     155402                
   0.00016    .00000    .00000    .00000  -0.471229543685140       0.1    155403                
  1.780   0.865 -0.0277  0.0051  0.0157  0.0148     214248.047            155404
   0.00262   0.00000    .00000    .00000    .00000    .00000              155405                
    13.630    11.109  1008.400   999.800    97.900    67.413 0 0          155406                
       -2.0414892729   0.03409       -0.0644662963   0.02333  0           155408                
AGGO      WETTZELL  0017+200 2019 07 12 06 17  39.0000000000              155501                
   -8196730.56460727   0.04569  1256418.0880758199   0.03295 0      I     155502                
   0.00012    .00000    .00000    .00000  -5.398122601043667       0.1    155503                
  1.780   0.442 -0.0277 -0.0013  0.0157 -0.0041      -2491.977            155504
   0.00262   0.00812    .00000    .00000    .00000    .00000              155505                
    13.630    14.581  1008.400   943.591    97.900    99.700 0 0          155506                
        0.9404895840   0.02685       -0.0055032700   0.00983  0           155508                
AGGO      YEBES40M  0017+200 2019 07 12 06 17  39.0000000000              155601                
  -10914416.01435306   0.03538  1057182.4954972258   0.01937 0      I     155602                
   0.00014    .00000    .00000    .00000   0.938196698045608       0.1    155603                
  1.780   0.335 -0.0277  0.0011  0.0157 -0.0003      -7559.346            155604
   0.00262  -0.00455    .00000    .00000    .00000    .00000              155605                
    13.630    22.009  1008.400   913.409    97.900    30.000 0 0          155606                
       -1.7104192688   0.02007       -0.0181131717   0.00590  0           155608                
HART15M   SVETLOE   0017+200 2019 07 12 06 17  39.0000000000              155701                
   -3645410.90394164   0.01020  -413820.1668606076   0.01436 0      I     155702                
   0.00078    .00000    .00000    .00000  -0.099923784825834       0.0    155703                
  0.147   0.865  0.0063  0.0051 -0.0070  0.0148     210693.129            155704
   0.00000   0.00000    .00000    .00000    .00000    .00000              155705                
     6.955    11.109   871.400   999.800    61.211    67.413 0 0          155706                
       -2.0371839068   0.00924        0.0237371751   0.00709  0           155708                
HART15M   WETTZELL  0017+200 2019 07 12 06 17  39.0000000000              155801                
   -7630697.66888859   0.00929  -449244.7255540128   0.00679 0      I     155802                
   0.00061    .00000    .00000    .00000   0.180972665097083       0.0    155803                
  0.147   0.442  0.0063 -0.0013 -0.0070 -0.0041      -6046.895            155804
   0.00000   0.00812    .00000    .00000    .00000    .00000              155805                
     6.955    14.581   871.400   943.591    61.211    99.700 0 0          155806                
        0.9579693898   0.00637        0.0153135616   0.00258  0           155808                
HART15M   YEBES40M  0017+200 2019 07 12 06 17  39.0000000000              155901                
  -10348383.21384077   0.00518  -648479.8111712320   0.00287 0      I     155902                
   0.00096    .00000    .00000    .00000  -5.823971646727261       0.0    155903                
  0.147   0.335  0.0063  0.0011 -0.0070 -0.0003     -11114.263            155904
   0.00000  -0.00455    .00000    .00000    .00000    .00000              155905                
     6.955    22.009   871.400   913.409    61.211    30.000 0 0          155906                
       -1.6948327981   0.00468        0.0048729984   0.00171  0           155908                
SVETLOE   WETTZELL  0017+200 2019 07 12 06 17  39.0000000000              156001                
   -3985286.90059145   0.00410   -35424.5154912323   0.00564 0      I     156002                
   0.00192    .00000    .00000    .00000  -0.425595113273655       0.0    156003                
  0.865   0.442  0.0051 -0.0013  0.0148 -0.0041    -216740.024            156004
   0.00000   0.00812    .00000    .00000    .00000    .00000              156005                
    11.109    14.581   999.800   943.591    67.413    99.700 0 0          156006                
        2.9951943439   0.00653        0.0074536769   0.00523  0           156008                
SVETLOE   YEBES40M  0017+200 2019 07 12 06 17  39.0000000000              156101                
   -6702973.20648124   0.00254  -234659.6147776797   0.00350 0      I     156102                
   0.00310    .00000    .00000    .00000  -2.179759269026268       0.0    156103                
  0.865   0.335  0.0051  0.0011  0.0148 -0.0003    -221807.393            156104
   0.00000  -0.00455    .00000    .00000    .00000    .00000              156105                
    11.109    22.009   999.800   913.409    67.413    30.000 0 0          156106                
        0.3611569299   0.00594       -0.0066076559   0.00483  0           156108                
WETTZELL  YEBES40M  0017+200 2019 07 12 06 17  39.0000000000              156201                
   -2717687.05018801   0.00234  -199235.0238918455   0.00169 0      I     156202                
   0.00243    .00000    .00000    .00000  -2.816771689122791       0.0    156203                
  0.442   0.335 -0.0013  0.0011 -0.0041 -0.0003      -5067.368            156204
   0.00812  -0.00455    .00000    .00000    .00000    .00000              156205                
    14.581    22.009   943.591   913.409    99.700    30.000 0 0          156206                
       -2.6400232784   0.00404       -0.0080832138   0.00208  0           156208                
KATH12M   YARRA12M  1034-293 2019 07 12 06 18  11.0000000000              156301                
     196652.28221289   0.02476  -331357.1382167648   0.02929 0      I     156302                
   0.00030    .00000    .00000    .00000   1.499815760051287       0.0    156303                
  0.512   0.124  0.0003 -0.0000 -0.0001  0.0001      14062.988            156304
   0.00000   0.00000    .00000    .00000    .00000    .00000              156305                
    29.287    17.765   997.913   995.067    32.776    52.702 0 0          156306                
       -0.0089799500   0.01887        0.0024766603   0.01292  0           156308                
FORTLEZA  NYALES20  1751+288 2019 07 12 06 20  33.0000000000              156401                
   -4778635.41186822   0.02062 -1120869.7895350542   0.01340 0      I     156402                
   0.00026    .00000    .00000    .00000  -4.796631689882730       0.0    156403                
  5.873   0.400 -0.0685  0.0361 -0.0180 -0.0236    -171886.897            156404
   0.01977  -0.10892    .00000    .00000    .00000    .00000              156405                
    25.400     4.633  1009.200  1006.800    82.725    90.612 0 0          156406                
        0.1484953543   0.01601        0.0146145488   0.00662  0           156408                
KATH12M   YARRA12M  1124-186 2019 07 12 06 20  54.0000000000              156501                
    2225000.94200814   0.01615  -309608.8769303548   0.01291 0      I     156502                
   0.00037    .00000    .00000    .00000   1.046665385031773       0.0    156503                
  0.509   0.133  0.0001  0.0001 -0.0004  0.0001      14063.181            156504
   0.00000   0.00000    .00000    .00000    .00000    .00000              156505                
    29.369    17.900   997.890   995.033    32.345    52.171 0 0          156506                
        0.0475108947   0.02204       -0.0020912826   0.01132  0           156508                
FORTLEZA  NYALES20  0059+581 2019 07 12 06 25   1.0000000000              156601                
  -11351683.25706479   0.02254   441844.5097123570   0.04300 0      I     156602                
   0.00042    .00000    .00000    .00000   0.234652688254022       0.0    156603                
  2.249   0.147 -0.0167 -0.0028  0.0006 -0.0011    -171886.680            156604
   0.01227  -0.10317    .00000    .00000    .00000    .00000              156605                
    25.500     4.601  1009.200  1006.901    81.890    89.915 0 0          156606                
        0.1432201369   0.01357        0.0135647920   0.01456  0           156608                
FORTLEZA  SVETLOE   0059+581 2019 07 12 06 25   1.0000000000              156701                
  -11172159.65084798   0.01250   639847.7370466887   0.02465 0      I     156702                
   0.00076    .00000    .00000    .00000  -0.448976735538170       0.0    156703                
  2.249   0.602 -0.0167 -0.0004  0.0006  0.0026     213743.008            156704
   0.01227   0.00000    .00000    .00000    .00000    .00000              156705                
    25.500    11.200  1009.200   999.800    81.890    68.616 0 0          156706                
       -1.8839999850   0.01072       -0.0049424579   0.01136  0           156708                
FORTLEZA  WETTZELL  0059+581 2019 07 12 06 25   1.0000000000              156801                
  -11819050.69532546   0.01260   591019.4950345276   0.02484 0      I     156802                
   0.00075    .00000    .00000    .00000  -1.221234462643003       0.0    156803                
  2.249   0.356 -0.0167  0.0003  0.0006 -0.0011      -2997.029            156804
   0.01227   0.01273    .00000    .00000    .00000    .00000              156805                
    25.500    14.400  1009.200   943.500    81.890    99.700 0 0          156806                
        1.1359260024   0.00953       -0.0073311001   0.01184  0           156808                
FORTLEZA  YEBES40M  0059+581 2019 07 12 06 25   1.0000000000              156901                
  -11586625.31360113   0.00703   459027.2720969464   0.01485 0      I     156902                
   0.00140    .00000    .00000    .00000  -5.276156214704653       0.0    156903                
  2.249   0.310 -0.0167 -0.0010  0.0006 -0.0001      -8064.428            156904
   0.01227  -0.00986    .00000    .00000    .00000    .00000              156905                
    25.500    22.119  1009.200   913.500    81.890    29.808 0 0          156906                
       -1.4652664562   0.00786       -0.0173147682   0.01142  0           156908                
NYALES20  SVETLOE   0059+581 2019 07 12 06 25   1.0000000000              157001                
     179525.80704007   0.00357   198003.2888967467   0.00728 0      I     157002                
   0.00270    .00000    .00000    .00000   0.427575639597320       0.0    157003                
  0.147   0.602 -0.0028 -0.0004 -0.0011  0.0026     385629.688            157004
  -0.10317   0.00000    .00000    .00000    .00000    .00000              157005                
     4.601    11.200  1006.901   999.800    89.915    68.616 0 0          157006                
       -2.0269505220   0.00431       -0.0041158373   0.00500  0           157008                
NYALES20  WETTZELL  0059+581 2019 07 12 06 25   1.0000000000              157101                
    -467365.83491918   0.00480   149175.2186897310   0.00979 0      I     157102                
   0.00200    .00000    .00000    .00000  -3.571336306051520       0.0    157103                
  0.147   0.356 -0.0028  0.0003 -0.0011 -0.0011     168889.651            157104
  -0.10317   0.01273    .00000    .00000    .00000    .00000              157105                
     4.601    14.400  1006.901   943.500    89.915    99.700 0 0          157106                
        1.0127143583   0.00425       -0.0241301542   0.00524  0           157108                
NYALES20  YEBES40M  0059+581 2019 07 12 06 25   1.0000000000              157201                
    -234941.90433689   0.00368    17183.1867624544   0.00805 0      I     157202                
   0.00272    .00000    .00000    .00000  -2.203690434581720       0.0    157203                
  0.147   0.310 -0.0028 -0.0010 -0.0011 -0.0001     163822.252            157204
  -0.10317  -0.00986    .00000    .00000    .00000    .00000              157205                
     4.601    22.119  1006.901   913.500    89.915    29.808 0 0          157206                
       -1.5966929683   0.00425       -0.0243887019   0.00642  0           157208                
SVETLOE   WETTZELL  0059+581 2019 07 12 06 25   1.0000000000              157301                
    -646891.64997412   0.00270   -48828.0309460828   0.00532 0      I     157302                
   0.00350    .00000    .00000    .00000  -4.542962932891593       0.0    157303                
  0.602   0.356 -0.0004  0.0003  0.0026 -0.0011    -216740.037            157304
   0.00000   0.01273    .00000    .00000    .00000    .00000              157305                
    11.200    14.400   999.800   943.500    68.616    99.700 0 0          157306                
        3.0140742353   0.00391       -0.0126850776   0.00446  0           157308                
SVETLOE   YEBES40M  0059+581 2019 07 12 06 25   1.0000000000              157401                
    -414467.74668022   0.00198  -180820.0659904911   0.00419 0      I     157402                
   0.00494    .00000    .00000    .00000  -4.542787164259647       0.0    157403                
  0.602   0.310 -0.0004 -0.0010  0.0026 -0.0001    -221807.436            157404
   0.00000  -0.00986    .00000    .00000    .00000    .00000              157405                
    11.200    22.119   999.800   913.500    68.616    29.808 0 0          157406                
        0.4285098348   0.00393       -0.0150423336   0.00488  0           157408                
WETTZELL  YEBES40M  0059+581 2019 07 12 06 25   1.0000000000              157501                
     232423.84437351   0.00223  -131992.0311665152   0.00470 0      I     157502                
   0.00440    .00000    .00000    .00000   3.211668411353048       0.0    157503                
  0.356   0.310  0.0003 -0.0010 -0.0011 -0.0001      -5067.399            157504
   0.01273  -0.00986    .00000    .00000    .00000    .00000              157505                
    14.400    22.119   943.500   913.500    99.700    29.808 0 0          157506                
       -2.6149517481   0.00352       -0.0018458314   0.00529  0           157508                
HART15M   YARRA12M  1758-651 2019 07 12 06 26  33.0000000000              157601                
   -2367952.30279701   0.06329  -795510.5036460233   0.01881 0      I     157602                
   0.00006    .00000    .00000    .00000  -3.940093569550431       0.1    157603                
  0.659   0.560 -0.1387 -0.0210 -0.0451  0.0019      13054.193            157604
   0.00000   0.00000    .00000    .00000    .00000    .00000              157605                
     7.563    17.900   871.433   995.037    60.387    51.625 0 0          157606                
       -0.1360571174   0.02827        0.0296853778   0.00290  0           157608                
NYALES20  SVETLOE   2229+695 2019 07 12 06 27  35.0000000000              157701                
    2585190.60424206   0.00771   168443.0406901219   0.01572 0      I     157702                
   0.00124    .00000    .00000    .00000  -0.814530549140852       0.0    157703                
  0.145   0.642  0.0001 -0.0024 -0.0017  0.0030     385629.521            157704
  -0.14809   0.00000    .00000    .00000    .00000    .00000              157705                
     4.506    11.200  1007.000   999.800    90.283    69.299 0 0          157706                
       -2.0175667828   0.00811        0.0057567996   0.00925  0           157708                
NYALES20  WETTZELL  2229+695 2019 07 12 06 27  35.0000000000              157801                
    3089226.71783202   0.01005   218723.8563093389   0.02050 0      I     157802                
   0.00095    .00000    .00000    .00000  -0.003532870179430       0.0    157803                
  0.145   0.438  0.0001  0.0011 -0.0017 -0.0022     168889.481            157804
  -0.14809   0.01110    .00000    .00000    .00000    .00000              157805                
     4.506    14.445  1007.000   943.500    90.283    99.700 0 0          157806                
        1.0192566036   0.01077        0.0142570967   0.01374  0           157808                
NYALES20  YEBES40M  2229+695 2019 07 12 06 27  35.0000000000              157901                
    3593298.24696699   0.00645   201962.4915025791   0.01413 0      I     157902                
   0.00153    .00000    .00000    .00000   2.357750308901169       0.0    157903                
  0.145   0.374  0.0001 -0.0026 -0.0017 -0.0004     163822.070            157904
  -0.14809  -0.00943    .00000    .00000    .00000    .00000              157905                
     4.506    22.246  1007.000   913.485    90.283    29.000 0 0          157906                
       -1.5881876324   0.00971        0.0105747489   0.01506  0           157908                
SVETLOE   WETTZELL  2229+695 2019 07 12 06 27  35.0000000000              158001                
     504036.01055666   0.00524    50280.7839121459   0.01033 0      I     158002                
   0.00180    .00000    .00000    .00000   1.338880402745581       0.0    158003                
  0.642   0.438 -0.0024  0.0011  0.0030 -0.0022    -216740.040            158004
   0.00000   0.01110    .00000    .00000    .00000    .00000              158005                
    11.200    14.445   999.800   943.500    69.299    99.700 0 0          158006                
        3.0273784070   0.00726       -0.0085156614   0.00826  0           158008                
SVETLOE   YEBES40M  2229+695 2019 07 12 06 27  35.0000000000              158101                
    1008107.57755558   0.00355    33519.3943247653   0.00750 0      I     158102                
   0.00276    .00000    .00000    .00000  -0.691841913514210       0.0    158103                
  0.642   0.374 -0.0024 -0.0026  0.0030 -0.0004    -221807.451            158104
   0.00000  -0.00943    .00000    .00000    .00000    .00000              158105                
    11.200    22.246   999.800   913.485    69.299    29.000 0 0          158106                
        0.4409055963   0.00693       -0.0138357132   0.00861  0           158108                
WETTZELL  YEBES40M  2229+695 2019 07 12 06 27  35.0000000000              158201                
     504071.58150685   0.00430   -16761.3605426741   0.00909 0      I     158202                
   0.00228    .00000    .00000    .00000  -1.367996077153145       0.0    158203                
  0.438   0.374  0.0011 -0.0026 -0.0022 -0.0004      -5067.411            158204
   0.01110  -0.00943    .00000    .00000    .00000    .00000              158205                
    14.445    22.246   943.500   913.485    99.700    29.000 0 0          158206                
       -2.6141442038   0.00863       -0.0045927429   0.01311  0           158208                
NYALES20  SVETLOE   1806+456 2019 07 12 06 30  48.0000000000              158301                
    6355617.40826656   0.01032   139345.6860572425   0.02104 0      I     158302                
   0.00092    .00000    .00000    .00000   0.446762749855446       0.0    158303                
  0.281   1.365  0.0109 -0.0291 -0.0076  0.0203     385629.309            158304
  -0.08244   0.00000    .00000    .00000    .00000    .00000              158305                
     4.594    11.245  1007.000   999.800    90.135    70.430 0 0          158306                
       -1.9252103044   0.01289       -0.0201247637   0.01502  0           158308                
NYALES20  WETTZELL  1806+456 2019 07 12 06 30  48.0000000000              158401                
    7890837.47565430   0.01419   391712.5190823005   0.02623 0      I     158402                
   0.00064    .00000    .00000    .00000   3.648095266570329       0.0    158403                
  0.281   1.465  0.0109  0.0151 -0.0076 -0.0375     168889.265            158404
  -0.08244   0.00722    .00000    .00000    .00000    .00000              158405                
     4.594    14.810  1007.000   943.484    90.135    99.496 0 0          158406                
        1.0971505649   0.01358       -0.0152658566   0.01541  0           158408                
NYALES20  YEBES40M  1806+456 2019 07 12 06 30  48.0000000000              158501                
    7764586.26597253   0.00851   597124.3718289162   0.01437 0      I     158502                
   0.00102    .00000    .00000    .00000   2.186483351304555       0.0    158503                
  0.281   1.173  0.0109 -0.0304 -0.0076 -0.0094     163821.841            158504
  -0.08244  -0.01095    .00000    .00000    .00000    .00000              158505                
     4.594    22.548  1007.000   913.416    90.135    29.000 0 0          158506                
       -1.5433336757   0.01144        0.0024453473   0.01358  0           158508                
SVETLOE   WETTZELL  1806+456 2019 07 12 06 30  48.0000000000              158601                
    1535218.53867533   0.00897   252366.8300473705   0.01830 0      I     158602                
   0.00106    .00000    .00000    .00000   0.910480781106990       0.0    158603                
  1.365   1.465 -0.0291  0.0151  0.0203 -0.0375    -216740.044            158604
   0.00000   0.00722    .00000    .00000    .00000    .00000              158605                
    11.245    14.810   999.800   943.484    70.430    99.496 0 0          158606                
        3.0331343479   0.01352       -0.0125343014   0.01599  0           158608                
SVETLOE   YEBES40M  1806+456 2019 07 12 06 30  48.0000000000              158701                
    1408966.12837059   0.00577   457778.6339861287   0.01138 1      I     158702                
   0.00164    .00000    .00000    .00000   5.265768821188908       0.0    158703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            158704
   0.00000  -0.01095    .00000    .00000    .00000    .00000              158705                
    11.245    22.548   999.800   913.416    70.430    29.000 0 0          158706                
        0.3811729541   0.01218        0.0128872978   0.01416  0           158708                
WETTZELL  YEBES40M  1806+456 2019 07 12 06 30  48.0000000000              158801                
    -126252.78290889   0.00769   205411.7384316245   0.01422 0      I     158802                
   0.00118    .00000    .00000    .00000  -1.671291642635418       0.0    158803                
  1.465   1.173  0.0151 -0.0304 -0.0375 -0.0094      -5067.425            158804
   0.00722  -0.01095    .00000    .00000    .00000    .00000              158805                
    14.810    22.548   943.484   913.416    99.496    29.000 0 0          158806                
       -2.6348156588   0.01275        0.0183171016   0.01680  0           158808                
HART15M   WETTZELL  0642+449 2019 07 12 06 33  51.0000000000              158901                
  -13195268.12377222   0.00837    82824.7700018230   0.01707 0      I     158902                
   0.00114    .00000    .00000    .00000  -3.926896008452434       0.0    158903                
  0.407   0.495  0.0518  0.0003  0.0426  0.0050      -6047.017            158904
   0.00000   0.00708    .00000    .00000    .00000    .00000              158905                
     7.943    15.422   871.500   943.400    58.402    98.181 0 0          158906                
        0.7905754323   0.00524       -0.0319511896   0.00565  0           158908                
HART15M   YEBES40M  0642+449 2019 07 12 06 33  51.0000000000              159001                
   -9411297.07399229   0.00569  -103121.7219369034   0.01247 0      I     159002                
   0.00174    .00000    .00000    .00000  -2.627255286998354       0.0    159003                
  0.407   0.538  0.0518 -0.0039  0.0426  0.0022     -11114.455            159004
   0.00000  -0.01978    .00000    .00000    .00000    .00000              159005                
     7.943    22.811   871.500   913.500    58.402    29.000 0 0          159006                
       -1.7651939609   0.00454       -0.0448453441   0.00638  0           159008                
WETTZELL  YEBES40M  0642+449 2019 07 12 06 33  51.0000000000              159101                
    3783968.61142807   0.00232  -185946.6529469749   0.00491 0      I     159102                
   0.00422    .00000    .00000    .00000   0.489943044032909       0.0    159103                
  0.495   0.538  0.0003 -0.0039  0.0050  0.0022      -5067.438            159104
   0.00708  -0.01978    .00000    .00000    .00000    .00000              159105                
    15.422    22.811   943.400   913.500    98.181    29.000 0 0          159106                
       -2.5438433437   0.00345        0.0015564591   0.00515  0           159108                
KATH12M   NYALES20  1123+264 2019 07 12 06 34  27.0000000000              159201                
    8980280.04788117   0.03889    58242.6026311915   0.01704 0      I     159202                
   0.00011    .00000    .00000    .00000   2.655663492662338       0.1    159203                
  0.625   0.611 -0.0018  0.0498 -0.0005  0.0368    -173926.443            159204
   0.00000  -0.17022    .00000    .00000    .00000    .00000              159205                
    30.729     4.563   997.787  1007.000    30.241    90.215 0 0          159206                
        0.2527921684   0.02147       -0.0508464123   0.00453  0           159208                
KATH12M   SVETLOE   1123+264 2019 07 12 06 34  27.0000000000              159301                
   11722615.37671506   0.04706  -370781.3483892175   0.05566 1      I     159302                
   0.00016    .00000    .00000    .00000  -0.919119609630016       0.1    159303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            159304
   0.00000   0.00000    .00000    .00000    .00000    .00000              159305                
    30.729    11.532   997.787   999.800    30.241    70.308 0 0          159306                
       -1.6983179899   0.02600        0.0006634122   0.01345  0           159308                
KATH12M   YARRA12M  1123+264 2019 07 12 06 34  27.0000000000              159401                
    5613805.32041299   0.03752  -310764.0326038742   0.01115 0      I     159402                
   0.00010    .00000    .00000    .00000   5.531645508616969       0.1    159403                
  0.625   0.261 -0.0018  0.0029 -0.0005  0.0006      14064.148            159404
   0.00000   0.00000    .00000    .00000    .00000    .00000              159405                
    30.729    17.890   997.787   994.910    30.241    51.779 0 0          159406                
        0.0676553250   0.01979       -0.0040142122   0.00270  0           159408                
NYALES20  SVETLOE   1123+264 2019 07 12 06 34  27.0000000000              159501                
    2742339.42813511   0.01325  -429023.9923830430   0.01599 0      I     159502                
   0.00055    .00000    .00000    .00000   4.041110998122663       0.0    159503                
  0.611   2.175  0.0498 -0.0400  0.0368 -0.1071     385629.070            159504
  -0.17022   0.00000    .00000    .00000    .00000    .00000              159505                
     4.563    11.532  1007.000   999.800    90.215    70.308 0 0          159506                
       -1.9556608848   0.00780        0.0364464094   0.00433  0           159508                
NYALES20  YARRA12M  1123+264 2019 07 12 06 34  27.0000000000              159601                
   -3366471.31748261   0.04908  -369007.5775772775   0.02150 0      I     159602                
   0.00009    .00000    .00000    .00000  -4.427511171211131       0.1    159603                
  0.611   0.261  0.0498  0.0029  0.0368  0.0006     187990.591            159604
  -0.17022   0.00000    .00000    .00000    .00000    .00000              159605                
     4.563    17.890  1007.000   994.910    90.215    51.779 0 0          159606                
       -0.1886408445   0.02338        0.0570384659   0.00407  0           159608                
SVETLOE   YARRA12M  1123+264 2019 07 12 06 34  27.0000000000              159701                
   -6108810.97609221   0.04908    60016.4694713203   0.05924 0      I     159702                
   0.00015    .00000    .00000    .00000  -3.252751133276937       0.1    159703                
  2.175   0.261 -0.0400  0.0029 -0.1071  0.0006    -197638.478            159704
   0.00000   0.00000    .00000    .00000    .00000    .00000              159705                
    11.532    17.890   999.800   994.910    70.308    51.779 0 0          159706                
