DATA IN NGS FORMAT FROM DATABASE 19JAN10XE_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
  0.257   0.125 -0.0071 -0.0011  0.0009  0.0004     213864.296            411404
   0.00000   0.00000    .00000    .00000    .00000    .00000              411405                
     0.757     8.400  1008.300   884.000    76.171    31.600 0 0          411406                
       -0.5469327319   0.00733        0.0260093213   0.00999  0           411408                
MATERA    NYALES20  0059+581 2019 01 11 14 31  53.0000000000              411501                
    -605549.57541442   0.01122   222209.0837540856   0.02287 8      I     411502                
   0.00085    .00000    .00000    .00000  -3.061294618298378       0.0    411503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            411504
  -0.02997  -0.02229    .00000    .00000    .00000    .00000              411505                
     3.492   -12.471   957.000   996.100    84.551    59.383 0 0          411506                
        0.0000000000   0.00000        0.0000000000   0.00000  0           411508                
MATERA    WETTZ13N  0059+581 2019 01 11 14 31  53.0000000000              411601                
    -638367.56924878   0.01372    12975.2638984217   0.02796 8      I     411602                
   0.00069    .00000    .00000    .00000  -5.175874351225502       0.0    411603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            411604
  -0.02997   0.00000    .00000    .00000    .00000    .00000              411605                
     3.492    -3.564   957.000   948.300    84.551    98.912 0 0          411606                
        0.0000000000   0.00000        0.0000000000   0.00000  0           411608                
MATERA    WETTZELL  0059+581 2019 01 11 14 31  53.0000000000              411701                
    -640914.30002639   0.00920    12980.0379960054   0.01875 8      I     411702                
   0.00104    .00000    .00000    .00000   1.794171493228328       0.0    411703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            411704
  -0.02997   0.00187    .00000    .00000    .00000    .00000              411705                
     3.492    -3.564   957.000   948.300    84.551    98.912 0 0          411706                
        0.0000000000   0.00000        0.0000000000   0.00000  0           411708                
MATERA    YEBES40M  0059+581 2019 01 11 14 31  53.0000000000              411801                
    1896271.23189137   0.00444  -162124.3587827832   0.00937 8      I     411802                
   0.00221    .00000    .00000    .00000   2.295418224639537       0.0    411803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            411804
  -0.02997  -0.01683    .00000    .00000    .00000    .00000              411805                
     3.492     5.900   957.000   917.600    84.551    33.000 0 0          411806                
        0.0000000000   0.00000        0.0000000000   0.00000  0           411808                
MATERA    ZELENCHK  0059+581 2019 01 11 14 31  53.0000000000              411901                
   -1241687.25956444   0.00655   254964.7283749593   0.01334 8      I     411902                
   0.00146    .00000    .00000    .00000  -0.881552659819195       0.0    411903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            411904
  -0.02997   0.00000    .00000    .00000    .00000    .00000              411905                
     3.492     8.400   957.000   884.000    84.551    31.600 0 0          411906                
        0.0000000000   0.00000        0.0000000000   0.00000  0           411908                
NYALES20  WETTZ13N  0059+581 2019 01 11 14 31  53.0000000000              412001                
     -32818.09341658   0.00831  -209233.7541969827   0.01693 0      I     412002                
   0.00115    .00000    .00000    .00000  -0.853868967129767       0.0    412003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            412004
  -0.02229   0.00000    .00000    .00000    .00000    .00000              412005                
   -12.471    -3.564   996.100   948.300    59.383    98.912 0 0          412006                
        0.6159612188   0.00545       -0.0467369888   0.00605  0           412008                
NYALES20  WETTZELL  0059+581 2019 01 11 14 31  53.0000000000              412101                
     -35364.80749127   0.00576  -209228.9783370522   0.01174 0      I     412102                
   0.00166    .00000    .00000    .00000  -2.739409788933188       0.0    412103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            412104
  -0.02229   0.00187    .00000    .00000    .00000    .00000              412105                
   -12.471    -3.564   996.100   948.300    59.383    98.912 0 0          412106                
        1.1065024095   0.00415       -0.0577885808   0.00481  0           412108                
NYALES20  YEBES40M  0059+581 2019 01 11 14 31  53.0000000000              412201                
    2501820.63160824   0.00279  -384333.3570251153   0.00609 0      I     412202                
   0.00355    .00000    .00000    .00000   2.565593520383095       0.0    412203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            412204
  -0.02229  -0.01683    .00000    .00000    .00000    .00000              412205                
   -12.471     5.900   996.100   917.600    59.383    33.000 0 0          412206                
       -1.6315385948   0.00459       -0.0511551020   0.00737  0           412208                
NYALES20  ZELENCHK  0059+581 2019 01 11 14 31  53.0000000000              412301                
    -636137.64513546   0.00389    32755.6534645245   0.00792 0      I     412302                
   0.00245    .00000    .00000    .00000  -6.030249452120438       0.0    412303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            412304
  -0.02229   0.00000    .00000    .00000    .00000    .00000              412305                
   -12.471     8.400   996.100   884.000    59.383    31.600 0 0          412306                
       -0.6981273513   0.00401       -0.0537343338   0.00543  0           412308                
WETTZ13N  WETTZELL  0059+581 2019 01 11 14 31  53.0000000000              412401                
      -2546.71902455   0.00681        4.7859568841   0.01388 1      I     412402                
   0.00140    .00000    .00000    .00000  -5.658974436126966       0.0    412403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            412404
   0.00000   0.00187    .00000    .00000    .00000    .00000              412405                
    -3.564    -3.564   948.300   948.300    98.912    98.912 0 0          412406                
        0.5029235566   0.00560       -0.0037142645   0.00506  0           412408                
WETTZ13N  YEBES40M  0059+581 2019 01 11 14 31  53.0000000000              412501                
    2534638.68412704   0.00365  -175099.5999840626   0.00799 0      I     412502                
   0.00271    .00000    .00000    .00000   1.709958877450606       0.0    412503                
  0.213   0.183 -0.0004  0.0002 -0.0002 -0.0000      -5309.901            412504
   0.00000  -0.01683    .00000    .00000    .00000    .00000              412505                
    -3.564     5.900   948.300   917.600    98.912    33.000 0 0          412506                
       -2.2490240855   0.00424       -0.0055351858   0.00661  0           412508                
WETTZ13N  ZELENCHK  0059+581 2019 01 11 14 31  53.0000000000              412601                
    -603319.52689739   0.00502   241989.4599982416   0.01023 0      I     412602                
   0.00190    .00000    .00000    .00000  -0.238354765130098       0.0    412603                
  0.213   0.125 -0.0004 -0.0011 -0.0002  0.0004     213440.802            412604
   0.00000   0.00000    .00000    .00000    .00000    .00000              412605                
    -3.564     8.400   948.300   884.000    98.912    31.600 0 0          412606                
       -1.3064927151   0.00418       -0.0008874237   0.00541  0           412608                
WETTZELL  YEBES40M  0059+581 2019 01 11 14 31  53.0000000000              412701                
    2537185.40811512   0.00253  -175104.3901977065   0.00553 0      I     412702                
   0.00392    .00000    .00000    .00000   1.047520459478770       0.0    412703                
  0.236   0.183 -0.0002  0.0002  0.0009 -0.0000      -2830.137            412704
   0.00187  -0.01683    .00000    .00000    .00000    .00000              412705                
    -3.564     5.900   948.300   917.600    98.912    33.000 0 0          412706                
       -2.7355366957   0.00319        0.0097552930   0.00501  0           412708                
WETTZELL  ZELENCHK  0059+581 2019 01 11 14 31  53.0000000000              412801                
    -600772.80073199   0.00348   241984.6932599734   0.00709 0      I     412802                
   0.00274    .00000    .00000    .00000  -0.906523590043241       0.0    412803                
  0.236   0.125 -0.0002 -0.0011  0.0009  0.0004     215920.565            412804
   0.00187   0.00000    .00000    .00000    .00000    .00000              412805                
    -3.564     8.400   948.300   884.000    98.912    31.600 0 0          412806                
       -1.8015660976   0.00320       -0.0036638310   0.00424  0           412808                
YEBES40M  ZELENCHK  0059+581 2019 01 11 14 31  53.0000000000              412901                
   -3137959.26756162   0.00173   417089.1129645598   0.00378 0      I     412902                
   0.00573    .00000    .00000    .00000  -0.229630132885701       0.0    412903                
  0.183   0.125  0.0002 -0.0011 -0.0000  0.0004     218750.703            412904
  -0.01683   0.00000    .00000    .00000    .00000    .00000              412905                
     5.900     8.400   917.600   884.000    33.000    31.600 0 0          412906                
        0.9340487812   0.00374       -0.0171668071   0.00657  0           412908                
ISHIOKA   KOKEE     1145-071 2019 01 11 14 34  24.0000000000              413001                
  -13470825.14465614   0.01783   963453.1169208243   0.01368 0      I     413002                
   0.00033    .00000    .00000    .00000  -5.143246899446505       0.0    413003                
  0.562   0.252  0.0145  0.0027 -0.0070  0.0002       8923.384            413004
   0.00000  -0.03851    .00000    .00000    .00000    .00000              413005                
     0.344    12.712  1008.281   888.400    76.693    94.031 0 0          413006                
        0.1127184941   0.00972        0.0019952134   0.00356  0           413008                
FORTLEZA  HART15M   2141+175 2019 01 11 14 35  54.0000000000              413101                
    3430361.27680185   0.03467  1532079.8936721652   0.03472 0      I     413102                
   0.00019    .00000    .00000    .00000   3.732760886049474       0.1    413103                
  1.178   0.989 -0.0028 -0.0046 -0.0046  0.0104      11775.334            413104
  -0.04241   0.00000    .00000    .00000    .00000    .00000              413105                
    10.000    29.464  1000.000   856.800    50.000    48.967 0 0          413106                
        0.0693665743   0.02049       -0.0101865509   0.01055  0           413108                
FORTLEZA  MATERA    2141+175 2019 01 11 14 35  54.0000000000              413201                
   -2481717.65257823   0.02291  1230816.4704249213   0.01092 0      I     413202                
   0.00020    .00000    .00000    .00000  -3.075311900379901       0.0    413203                
  1.178   0.192 -0.0028 -0.0039 -0.0046 -0.0008      -1903.412            413204
  -0.04241  -0.01814    .00000    .00000    .00000    .00000              413205                
    10.000     3.394  1000.000   956.994    50.000    84.044 0 0          413206                
        1.4305742245   0.02202       -0.0090736172   0.00558  0           413208                
FORTLEZA  NYALES20  2141+175 2019 01 11 14 35  54.0000000000              413301                
    5888668.61013791   0.01803   916286.7997424869   0.01238 0      I     413302                
   0.00031    .00000    .00000    .00000   1.036881463819040       0.0    413303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            413304
  -0.04241   0.01406    .00000    .00000    .00000    .00000              413305                
    10.000   -12.428  1000.000   996.100    50.000    59.224 0 0          413306                
       -0.2912186948   0.01663       -0.0331095409   0.00702  0           413308                
FORTLEZA  WETTZ13N  2141+175 2019 01 11 14 35  54.0000000000              413401                
   -1460739.09532812   0.03238  1115828.1596965587   0.03188 0      I     413402                
   0.00021    .00000    .00000    .00000   0.272420923108983       0.1    413403                
  1.178   0.245 -0.0028  0.0010 -0.0046  0.0002        224.268            413404
  -0.04241   0.00000    .00000    .00000    .00000    .00000              413405                
    10.000    -3.336  1000.000   948.282    50.000    98.982 0 0          413406                
        0.3343423579   0.02336       -0.0294305531   0.01316  0           413408                
FORTLEZA  WETTZELL  2141+175 2019 01 11 14 35  54.0000000000              413501                
   -1463027.75268240   0.02225  1115817.8163662930   0.02054 0      I     413502                
   0.00029    .00000    .00000    .00000  -1.344151198017011       0.0    413503                
  1.178   0.245 -0.0028  0.0004 -0.0046 -0.0011      -2255.512            413504
  -0.04241   0.00266    .00000    .00000    .00000    .00000              413505                
    10.000    -3.336  1000.000   948.282    50.000    98.982 0 0          413506                
        0.8444716917   0.01657       -0.0089272155   0.00886  0           413508                
FORTLEZA  YEBES40M  2141+175 2019 01 11 14 35  54.0000000000              413601                
   -3466460.12992926   0.00789   851537.6795417522   0.00555 0      I     413602                
   0.00072    .00000    .00000    .00000  -0.229153943038038       0.0    413603                
  1.178   0.169 -0.0028 -0.0001 -0.0046 -0.0000      -5085.685            413604
  -0.04241  -0.00654    .00000    .00000    .00000    .00000              413605                
    10.000     5.900  1000.000   917.612    50.000    33.000 0 0          413606                
       -1.9221421131   0.01243       -0.0063634685   0.00640  0           413608                
FORTLEZA  ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              413701                
    1582819.57372714   0.01896  1598478.8501725395   0.03296 0      I     413702                
   0.00047    .00000    .00000    .00000   5.135272862510590       0.0    413703                
  1.178   0.192 -0.0028  0.0021 -0.0046 -0.0093     213665.042            413704
  -0.04241   0.00000    .00000    .00000    .00000    .00000              413705                
    10.000     8.400  1000.000   884.000    50.000    31.600 0 0          413706                
       -0.9718834341   0.02154        0.0094910266   0.02508  0           413708                
HART15M   MATERA    2141+175 2019 01 11 14 35  54.0000000000              413801                
   -5912077.95260948   0.03036  -301262.8879223330   0.03040 0      I     413802                
   0.00022    .00000    .00000    .00000  -3.846968685184759       0.1    413803                
  0.989   0.192 -0.0046 -0.0039  0.0104 -0.0008     -13678.745            413804
   0.00000  -0.01814    .00000    .00000    .00000    .00000              413805                
    29.464     3.394   856.800   956.994    48.967    84.044 0 0          413806                
        1.3349731002   0.01967       -0.0169084682   0.00890  0           413808                
HART15M   NYALES20  2141+175 2019 01 11 14 35  54.0000000000              413901                
    2458309.44168715   0.01741  -615791.8275520556   0.01743 0      I     413902                
   0.00038    .00000    .00000    .00000  -0.875153816089035       0.0    413903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            413904
   0.00000   0.01406    .00000    .00000    .00000    .00000              413905                
    29.464   -12.428   856.800   996.100    48.967    59.224 0 0          413906                
       -0.4028322942   0.01120       -0.0277789836   0.00604  0           413908                
HART15M   WETTZ13N  2141+175 2019 01 11 14 35  54.0000000000              414001                
   -4891098.93116309   0.02821  -416251.0309868592   0.02825 0      I     414002                
   0.00024    .00000    .00000    .00000  -5.447118906146726       0.0    414003                
  0.989   0.245 -0.0046  0.0010  0.0104  0.0002     -11551.066            414004
   0.00000   0.00000    .00000    .00000    .00000    .00000              414005                
    29.464    -3.336   856.800   948.282    48.967    98.982 0 0          414006                
        0.2694534264   0.01468       -0.0017947857   0.00668  0           414008                
HART15M   WETTZELL  2141+175 2019 01 11 14 35  54.0000000000              414101                
   -4893387.62638120   0.01833  -416261.3427764110   0.01835 0      I     414102                
   0.00036    .00000    .00000    .00000  -3.223586057231153       0.0    414103                
  0.989   0.245 -0.0046  0.0004  0.0104 -0.0011     -14030.845            414104
   0.00000   0.00266    .00000    .00000    .00000    .00000              414105                
    29.464    -3.336   856.800   948.282    48.967    98.982 0 0          414106                
        0.7633784532   0.01015       -0.0053883950   0.00492  0           414108                
HART15M   YEBES40M  2141+175 2019 01 11 14 35  54.0000000000              414201                
   -6896819.07970461   0.00829  -680541.0418572173   0.00830 0      I     414202                
   0.00081    .00000    .00000    .00000  -3.348822539072674       0.0    414203                
  0.989   0.169 -0.0046 -0.0001  0.0104 -0.0000     -16861.019            414204
   0.00000  -0.00654    .00000    .00000    .00000    .00000              414205                
    29.464     5.900   856.800   917.612    48.967    33.000 0 0          414206                
       -2.0062392049   0.00833       -0.0058486295   0.00581  0           414208                
HART15M   ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              414301                
   -1847541.92137737   0.01315    66398.8569527178   0.02285 0      I     414302                
   0.00067    .00000    .00000    .00000  -0.351734337811125       0.0    414303                
  0.989   0.192 -0.0046  0.0021  0.0104 -0.0093     201889.708            414304
   0.00000   0.00000    .00000    .00000    .00000    .00000              414305                
    29.464     8.400   856.800   884.000    48.967    31.600 0 0          414306                
       -1.0462461558   0.01362        0.0036747749   0.01576  0           414308                
MATERA    NYALES20  2141+175 2019 01 11 14 35  54.0000000000              414401                
    8370385.52565417   0.01510  -314529.4163536238   0.01038 0      I     414402                
   0.00037    .00000    .00000    .00000   1.363413309549336       0.0    414403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            414404
  -0.01814   0.01406    .00000    .00000    .00000    .00000              414405                
     3.394   -12.428   956.994   996.100    84.044    59.224 0 0          414406                
       -1.7014782783   0.01505       -0.0200157978   0.00530  0           414408                
MATERA    WETTZ13N  2141+175 2019 01 11 14 35  54.0000000000              414501                
    1020978.26322563   0.02804  -114988.2273441997   0.02808 0      I     414502                
   0.00024    .00000    .00000    .00000   1.158337521914166       0.0    414503                
  0.192   0.245 -0.0039  0.0010 -0.0008  0.0002       2127.680            414504
  -0.01814   0.00000    .00000    .00000    .00000    .00000              414505                
     3.394    -3.336   956.994   948.282    84.044    98.982 0 0          414506                
       -1.0493774529   0.01851        0.0023009110   0.00845  0           414508                
MATERA    WETTZELL  2141+175 2019 01 11 14 35  54.0000000000              414601                
    1018689.61200817   0.01842  -114998.5559924787   0.01728 0      I     414602                
   0.00035    .00000    .00000    .00000   5.848474859284862       0.0    414603                
  0.192   0.245 -0.0039  0.0004 -0.0008 -0.0011       -352.100            414604
  -0.01814   0.00266    .00000    .00000    .00000    .00000              414605                
     3.394    -3.336   956.994   948.282    84.044    98.982 0 0          414606                
       -0.5647007915   0.01335       -0.0051830709   0.00594  0           414608                
MATERA    YEBES40M  2141+175 2019 01 11 14 35  54.0000000000              414701                
    -984743.42536615   0.00664  -379278.2920504061   0.00473 0      I     414702                
   0.00085    .00000    .00000    .00000  -1.729514868809221       0.0    414703                
  0.192   0.169 -0.0039 -0.0001 -0.0008 -0.0000      -3182.273            414704
  -0.01814  -0.00654    .00000    .00000    .00000    .00000              414705                
     3.394     5.900   956.994   917.612    84.044    33.000 0 0          414706                
       -3.3366857689   0.01096        0.0015466630   0.00499  0           414708                
MATERA    ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              414801                
    4064538.15508877   0.01468   367661.7521267306   0.02551 0      I     414802                
   0.00060    .00000    .00000    .00000   4.970275119278077       0.0    414803                
  0.192   0.192 -0.0039  0.0021 -0.0008 -0.0093     215568.454            414804
  -0.01814   0.00000    .00000    .00000    .00000    .00000              414805                
     3.394     8.400   956.994   884.000    84.044    31.600 0 0          414806                
       -2.3514617242   0.01936       -0.0247402853   0.01979  0           414808                
NYALES20  WETTZ13N  2141+175 2019 01 11 14 35  54.0000000000              414901                
   -7349408.93343053   0.01512   199540.8282067403   0.01514 0      I     414902                
   0.00044    .00000    .00000    .00000  -0.190606816788013       0.0    414903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            414904
   0.01406   0.00000    .00000    .00000    .00000    .00000              414905                
   -12.428    -3.336   996.100   948.282    59.224    98.982 0 0          414906                
        0.6532246552   0.01109        0.0218224779   0.00635  0           414908                
NYALES20  WETTZELL  2141+175 2019 01 11 14 35  54.0000000000              415001                
   -7351697.60352150   0.01037   199530.4731107964   0.00973 0      I     415002                
   0.00062    .00000    .00000    .00000  -4.144285320861750       0.0    415003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            415004
   0.01406   0.00266    .00000    .00000    .00000    .00000              415005                
   -12.428    -3.336   996.100   948.282    59.224    98.982 0 0          415006                
        1.1712430239   0.00801        0.0277480820   0.00438  0           415008                
NYALES20  YEBES40M  2141+175 2019 01 11 14 35  54.0000000000              415101                
   -9355128.39131545   0.00379   -64749.4231413981   0.00270 0      I     415102                
   0.00149    .00000    .00000    .00000  -6.115730531525366       0.0    415103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            415104
   0.01406  -0.00654    .00000    .00000    .00000    .00000              415105                
   -12.428     5.900   996.100   917.612    59.224    33.000 0 0          415106                
       -1.6001507202   0.00681        0.0318014987   0.00357  0           415108                
NYALES20  ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              415201                
   -4305853.18635545   0.00875   682190.9423125461   0.01520 8      I     415202                
   0.00101    .00000    .00000    .00000  -3.811740656601299       0.0    415203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            415204
   0.01406   0.00000    .00000    .00000    .00000    .00000              415205                
   -12.428     8.400   996.100   884.000    59.224    31.600 0 0          415206                
        0.0000000000   0.00000        0.0000000000   0.00000  0           415208                
WETTZ13N  WETTZELL  2141+175 2019 01 11 14 35  54.0000000000              415301                
      -2288.70268191   0.01530      -10.2941631061   0.01507 1      I     415302                
   0.00044    .00000    .00000    .00000  -1.511738199619354       0.0    415303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            415304
   0.00000   0.00266    .00000    .00000    .00000    .00000              415305                
    -3.336    -3.336   948.282   948.282    98.982    98.982 0 0          415306                
        0.5075293726   0.01084       -0.0055901906   0.00453  0           415308                
WETTZ13N  YEBES40M  2141+175 2019 01 11 14 35  54.0000000000              415401                
   -2005721.42781958   0.00704  -264290.0698942952   0.00693 0      I     415402                
   0.00095    .00000    .00000    .00000  -1.552264187717362       0.0    415403                
  0.245   0.169  0.0010 -0.0001  0.0002 -0.0000      -5309.953            415404
   0.00000  -0.00654    .00000    .00000    .00000    .00000              415405                
    -3.336     5.900   948.282   917.612    98.982    33.000 0 0          415406                
       -2.2899442754   0.00804       -0.0083564540   0.00562  0           415408                
WETTZ13N  ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              415501                
    3043559.36117727   0.01287   482650.0270539029   0.02236 0      I     415502                
   0.00068    .00000    .00000    .00000   3.621323573396198       0.0    415503                
  0.245   0.192  0.0010  0.0021  0.0002 -0.0093     213440.774            415504
   0.00000   0.00000    .00000    .00000    .00000    .00000              415505                
    -3.336     8.400   948.282   884.000    98.982    31.600 0 0          415506                
       -1.3318715246   0.01181       -0.0092243711   0.01337  0           415508                
WETTZELL  YEBES40M  2141+175 2019 01 11 14 35  54.0000000000              415601                
   -2003432.74862444   0.00485  -264279.7374353075   0.00448 0      I     415602                
   0.00133    .00000    .00000    .00000  -0.049693125363468       0.0    415603                
  0.245   0.169  0.0004 -0.0001 -0.0011 -0.0000      -2830.174            415604
   0.00266  -0.00654    .00000    .00000    .00000    .00000              415605                
    -3.336     5.900   948.282   917.612    98.982    33.000 0 0          415606                
       -2.7750877971   0.00597       -0.0018670168   0.00395  0           415608                
WETTZELL  ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              415701                
    3045848.07555402   0.00931   482660.3498097989   0.01617 8      I     415702                
   0.00095    .00000    .00000    .00000   5.099443758469100       0.0    415703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            415704
   0.00266   0.00000    .00000    .00000    .00000    .00000              415705                
    -3.336     8.400   948.282   884.000    98.982    31.600 0 0          415706                
        0.0000000000   0.00000        0.0000000000   0.00000  0           415708                
YEBES40M  ZELENCHK  2141+175 2019 01 11 14 35  54.0000000000              415801                
    5049282.30186855   0.00403   746940.2662407148   0.00700 0      I     415802                
   0.00219    .00000    .00000    .00000   0.683521399320475       0.0    415803                
  0.169   0.192 -0.0001  0.0021 -0.0000 -0.0093     218750.727            415804
  -0.00654   0.00000    .00000    .00000    .00000    .00000              415805                
     5.900     8.400   917.612   884.000    33.000    31.600 0 0          415806                
        0.9536618824   0.00903       -0.0312715466   0.01260  0           415808                
HART15M   WETTZ13N  2355-106 2019 01 11 14 38  52.0000000000              415901                
   10151968.61405723   0.01820  -244510.9154753760   0.03707 0      I     415902                
   0.00052    .00000    .00000    .00000   2.552334173947809       0.0    415903                
  0.620   0.410 -0.0007  0.0049 -0.0002 -0.0007     -11551.109            415904
   0.00000   0.00000    .00000    .00000    .00000    .00000              415905                
    29.293    -3.500   856.800   948.200    47.900    98.912 0 0          415906                
        0.5347669039   0.01084       -0.0342408737   0.01134  0           415908                
HART15M   WETTZELL  2355-106 2019 01 11 14 38  52.0000000000              416001                
   10149847.54314330   0.01198  -244508.8136539401   0.02440 0      I     416002                
   0.00080    .00000    .00000    .00000   4.934504072148351       0.0    416003                
  0.620   0.404 -0.0007  0.0019 -0.0002  0.0034     -14030.899            416004
   0.00000   0.00007    .00000    .00000    .00000    .00000              416005                
    29.293    -3.500   856.800   948.200    47.900    98.912 0 0          416006                
        1.0327341277   0.00789       -0.0084097781   0.00877  0           416008                
HART15M   YARRA12M  2355-106 2019 01 11 14 38  52.0000000000              416101                
   17407725.38537715   0.02797  1370334.8264274239   0.05699 0      I     416102                
   0.00034    .00000    .00000    .00000  -1.095528864975465       0.0    416103                
  0.620   1.815 -0.0007 -0.0391 -0.0002  0.0258      -5304.374            416104
   0.00000   0.00000    .00000    .00000    .00000    .00000              416105                
    29.293    17.795   856.800   982.600    47.900    50.000 0 0          416106                
       -0.3514928023   0.01995       -0.0417049883   0.02300  0           416108                
HART15M   ZELENCHK  2355-106 2019 01 11 14 38  52.0000000000              416201                
    8496774.93898438   0.00731   273074.1780021227   0.01490 0      I     416202                
   0.00130    .00000    .00000    .00000   5.042187392929050       0.0    416203                
  0.620   0.244 -0.0007  0.0106 -0.0002 -0.0043     201889.645            416204
   0.00000   0.00000    .00000    .00000    .00000    .00000              416205                
    29.293     8.400   856.800   884.000    47.900    31.600 0 0          416206                
       -0.8542413760   0.00786       -0.0222701419   0.01073  0           416208                
WETTZ13N  WETTZELL  2355-106 2019 01 11 14 38  52.0000000000              416301                
      -2121.02743592   0.01059        2.1042413043   0.01276 8      I     416302                
   0.00069    .00000    .00000    .00000  -1.439925528193149       0.0    416303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            416304
   0.00000   0.00007    .00000    .00000    .00000    .00000              416305                
    -3.500    -3.500   948.200   948.200    98.912    98.912 0 0          416306                
        0.0000000000   0.00000        0.0000000000   0.00000  0           416308                
WETTZ13N  YARRA12M  2355-106 2019 01 11 14 38  52.0000000000              416401                
    7255740.38960091   0.03309  1614847.1619807617   0.03314 0      I     416402                
   0.00020    .00000    .00000    .00000   5.953362393553197       0.1    416403                
  0.410   1.815  0.0049 -0.0391 -0.0007  0.0258       6246.735            416404
   0.00000   0.00000    .00000    .00000    .00000    .00000              416405                
    -3.500    17.795   948.200   982.600    98.912    50.000 0 0          416406                
       -0.8497088989   0.02030        0.0120102145   0.01065  0           416408                
WETTZ13N  ZELENCHK  2355-106 2019 01 11 14 38  52.0000000000              416501                
   -1655198.91677615   0.00891   517585.1286867211   0.01816 0      I     416502                
   0.00107    .00000    .00000    .00000  -2.917169666425470       0.0    416503                
  0.410   0.244  0.0049  0.0106 -0.0007 -0.0043     213440.754            416504
   0.00000   0.00000    .00000    .00000    .00000    .00000              416505                
    -3.500     8.400   948.200   884.000    98.912    31.600 0 0          416506                
       -1.3883260176   0.00778       -0.0149408431   0.01020  0           416508                
WETTZELL  YARRA12M  2355-106 2019 01 11 14 38  52.0000000000              416601                
    7257861.42639344   0.02314  1614844.9278169828   0.02790 0      I     416602                
   0.00032    .00000    .00000    .00000   1.061621897450739       0.0    416603                
  0.404   1.815  0.0019 -0.0391  0.0034  0.0258       8726.525            416604
   0.00007   0.00000    .00000    .00000    .00000    .00000              416605                
    -3.500    17.795   948.200   982.600    98.912    50.000 0 0          416606                
       -1.3855523438   0.01712        0.0115614866   0.01186  0           416608                
WETTZELL  ZELENCHK  2355-106 2019 01 11 14 38  52.0000000000              416701                
   -1653077.88315142   0.00586   517583.0389467375   0.01194 0      I     416702                
   0.00163    .00000    .00000    .00000  -1.479897179310258       0.0    416703                
  0.404   0.244  0.0019  0.0106  0.0034 -0.0043     215920.544            416704
   0.00007   0.00000    .00000    .00000    .00000    .00000              416705                
    -3.500     8.400   948.200   884.000    98.912    31.600 0 0          416706                
       -1.8839210071   0.00577       -0.0287212299   0.00777  0           416708                
YARRA12M  ZELENCHK  2355-106 2019 01 11 14 38  52.0000000000              416801                
   -8910931.33361745   0.01840 -1097260.3570810976   0.03748 0      I     416802                
   0.00052    .00000    .00000    .00000   0.044129686138941       0.0    416803                
  1.815   0.244 -0.0391  0.0106  0.0258 -0.0043     207194.019            416804
   0.00000   0.00000    .00000    .00000    .00000    .00000              416805                
    17.795     8.400   982.600   884.000    50.000    31.600 0 0          416806                
       -0.5083337997   0.01967       -0.0347002944   0.02681  0           416808                
ISHIOKA   NYALES20  1418+546 2019 01 11 14 40  24.0000000000              416901                
   -7855972.90631287   0.02769   847796.0811876312   0.05641 0      I     416902                
   0.00034    .00000    .00000    .00000  -1.226314176106221       0.0    416903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            416904
   0.00000   0.04781    .00000    .00000    .00000    .00000              416905                
     0.161   -12.490  1008.200   996.100    77.314    59.273 0 0          416906                
        0.1865796545   0.01783        0.1728091307   0.01961  0           416908                
ISHIOKA   RAEGSMAR  1418+546 2019 01 11 14 40  24.0000000000              417001                
   -2652681.31923126   0.10571  1433809.9269816373   0.22306 4      I     417002                
   0.00010    .00000    .00000    .00000  -1.283344971901941       0.2    417003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417004
   0.00000   0.00000    .00000    .00000    .00000    .00000              417005                
